movieId,title,year,genres
131548,Hardbodies,1984,Comedy
113949,Aaron Loves Angela,1975,Comedy
113949,Aaron Loves Angela,1975,Drama
113949,Aaron Loves Angela,1975,Romance
113949,Aaron Loves Angela,1975,Thriller
140503,The Biscuit Eater,1972,Children
140503,The Biscuit Eater,1972,Drama
190259,Lily and Jim,1997,Animation
190259,Lily and Jim,1997,Comedy
124003,Easy to Wed,1946,Comedy
124003,Easy to Wed,1946,Romance
166860,"Yes, My Darling Daughter",1939,Comedy
166860,"Yes, My Darling Daughter",1939,Romance
84479,Remember My Name,1978,Drama
84479,Remember My Name,1978,Thriller
3903,Urbania,2000,Drama
188475,"Aphrodite, Goddess of Love",1958,Drama
3731,Cutter's Way,1981,Drama
3731,Cutter's Way,1981,Thriller
153190,The Amazing Mr. Bickford,1987,Animation
87808,Street Without End (Kagirinaki hodo),1934,Drama
133837,Alien Origin,2012,Fantasy
133837,Alien Origin,2012,Sci-Fi
133837,Alien Origin,2012,Thriller
157034,The Bad Man,1941,Comedy
157034,The Bad Man,1941,Western
262615,"Yum, Yum, Yum! A Taste of Cajun and Creole Cooking",1990,Documentary
114044,Honeymoon,2014,Horror
6623,Passionada,2002,Comedy
6623,Passionada,2002,Romance
3195,Tess of the Storm Country,1922,Drama
50949,Mafioso,1962,Comedy
50949,Mafioso,1962,Crime
50949,Mafioso,1962,Drama
154335,Countdown at Kusini,1976,Drama
140343,Assault at West Point: The Court-Martial of Johnson Whittaker,1994,Drama
140343,Assault at West Point: The Court-Martial of Johnson Whittaker,1994,Thriller
48049,Assassin(s),1997,Crime
48049,Assassin(s),1997,Drama
108510,Of Snails and Men (Despre oameni si melci),2012,Comedy
105135,"Pit, The",1981,Horror
276323,WITCH: We Intend to Cause Havoc,2019,Documentary
291336,The Least of These: A Christmas Story,2018,Comedy
291336,The Least of These: A Christmas Story,2018,Drama
90281,My Joy (Schastye moe),2010,Drama
283173,Shayda,2023,Drama
245412,Tentacles,2021,Drama
245412,Tentacles,2021,Fantasy
245412,Tentacles,2021,Horror
287699,Oppenheimer,2023,Drama
182001,The Plastics Inventor,1944,Animation
145094,Howl,2015,Horror
279006,The Other Me,2022,Drama
279006,The Other Me,2022,Thriller
272445,Mike Epps: Indiana Mike,2022,Comedy
160102,Scream at the Devil,2015,Mystery
161098,Prince of Broadway,2008,Comedy
161098,Prince of Broadway,2008,Drama
54220,"Sterile Cuckoo, The",1969,Comedy
54220,"Sterile Cuckoo, The",1969,Drama
227308,Everything I Like,1993,Drama
204968,Red Faction: Origins,2011,Sci-Fi
141191,OPA!,2005,Comedy
141191,OPA!,2005,Romance
230709,Wild Mountain Thyme,2020,Drama
230709,Wild Mountain Thyme,2020,Romance
181529,Angels in the Snow,2015,Children
181529,Angels in the Snow,2015,Drama
198089,The Night Stalker,1987,Crime
198089,The Night Stalker,1987,Drama
198089,The Night Stalker,1987,Thriller
34155,Saraband,2003,Drama
206091,Little Spirou,2017,Comedy
63280,"Winning of Barbara Worth, The",1926,Drama
63280,"Winning of Barbara Worth, The",1926,Romance
63280,"Winning of Barbara Worth, The",1926,Western
249534,The Beetle,2008,Documentary
150641,Return of the Texan,1952,Drama
150641,Return of the Texan,1952,Western
271138,The Territory,2022,Documentary
131462,Thunder at the Border,1966,Adventure
131462,Thunder at the Border,1966,Western
286633,London Can Take It!,1940,Documentary
286633,London Can Take It!,1940,War
187073,Ninja in the Dragon's Den,1982,Action
187073,Ninja in the Dragon's Den,1982,Comedy
145871,The Grasshopper,1967,Comedy
145871,The Grasshopper,1967,Romance
134387,At Ellen’s Age,2011,Comedy
134387,At Ellen’s Age,2011,Drama
2127,"First Love, Last Rites",1997,Drama
2127,"First Love, Last Rites",1997,Romance
227304,Eleanor's Secret,2009,Animation
227304,Eleanor's Secret,2009,Children
232447,"Oh, My Son!",1979,Drama
245868,A Lady to Love,1930,Drama
245868,A Lady to Love,1930,Romance
150914,Goodbye Gemini,1970,Drama
234213,Flowers of Taipei: Taiwan New Cinema,2014,Documentary
189721,What Girls are Silent About,2013,Comedy
101214,Genghis Khan,1965,Adventure
101214,Genghis Khan,1965,Drama
101214,Genghis Khan,1965,War
195909,Strange Colours,2017,Drama
39777,Tarzan the Ape Man,1932,Action
39777,Tarzan the Ape Man,1932,Adventure
58365,Chicago 10,2007,Animation
58365,Chicago 10,2007,Documentary
113232,National Lampoon's Pucked,2006,Comedy
175711,Gangsters and Philantropists,1963,Action
175711,Gangsters and Philantropists,1963,Comedy
175711,Gangsters and Philantropists,1963,Crime
248858,Dispatches from Cleveland,2017,Documentary
142552,The Saint of Gamblers,1995,Action
142552,The Saint of Gamblers,1995,Comedy
46154,"War Within, The",2005,Drama
3038,"Face in the Crowd, A",1957,Drama
176507,Love at the Christmas Table,2012,Comedy
176507,Love at the Christmas Table,2012,Romance
6561,"Mouse That Roared, The",1959,Comedy
6561,"Mouse That Roared, The",1959,War
204272,The Vultures on the Road,1990,Action
204272,The Vultures on the Road,1990,Crime
204272,The Vultures on the Road,1990,Thriller
53189,Eagle vs Shark,2007,Comedy
277468,Yahşi Batı,2009,Adventure
277468,Yahşi Batı,2009,Comedy
277468,Yahşi Batı,2009,Western
226170,Matchmaker Christmas,2019,Romance
195165,Holmes and Watson,2018,Adventure
195165,Holmes and Watson,2018,Comedy
195165,Holmes and Watson,2018,Mystery
758,"Jar, The (Khomreh)",1992,Drama
157178,Ardh Satya,1983,Crime
157178,Ardh Satya,1983,Drama
93420,"Art of Flight, The",2011,Adventure
93420,"Art of Flight, The",2011,Documentary
53859,Goal II: Living the Dream,2007,Action
53859,Goal II: Living the Dream,2007,Drama
168036,The Good Witch's Gift,2010,Children
168036,The Good Witch's Gift,2010,Drama
168036,The Good Witch's Gift,2010,Fantasy
240934,Shooting 'Panic Room',2004,Documentary
252646,False Positive,2021,Horror
245600,O Menino da Porteira,2009,Drama
245600,O Menino da Porteira,2009,Western
1961,Rain Man,1988,Drama
191453,Tik Tik Tik,1981,Crime
191453,Tik Tik Tik,1981,Drama
191453,Tik Tik Tik,1981,Thriller
132963,Mr. Superinvisible,1970,Action
132963,Mr. Superinvisible,1970,Comedy
116853,A Good Marriage,2014,Thriller
107865,"Glass-blower's Children, The (Glasblåsarns barn)",1998,Children
107865,"Glass-blower's Children, The (Glasblåsarns barn)",1998,Drama
186207,The Ashram,2018,Fantasy
186207,The Ashram,2018,Thriller
210705,Automation,2019,Sci-Fi
160551,Black November,2012,Action
160551,Black November,2012,Crime
160551,Black November,2012,Drama
191791,Forgetting Dad,2008,Documentary
141028,L'infermiera di notte,1979,Comedy
115207,Mount Head (Atama yama),2002,Animation
115207,Mount Head (Atama yama),2002,Comedy
115207,Mount Head (Atama yama),2002,Drama
115207,Mount Head (Atama yama),2002,Fantasy
283635,Wallander 21 - The Sniper,2009,Crime
283635,Wallander 21 - The Sniper,2009,Thriller
151208,The Kid with X-Ray Eyes,1999,Children
151208,The Kid with X-Ray Eyes,1999,Comedy
7000,Hudson Hawk,1991,Action
7000,Hudson Hawk,1991,Adventure
7000,Hudson Hawk,1991,Comedy
200030,Dead Souls,2018,Documentary
198509,Sergio Leone - Une Amérique de légende,2018,Documentary
47063,Loch Ness,1996,Drama
238066,Crocodile 2: Death Swamp,2002,Horror
136493,Chandni Bar,2001,Drama
178255,No Subtitles Necessary: Laszlo & Vilmos,2009,Documentary
190499,Buy Me,2017,Drama
258157,Ride or Die,2021,Drama
258157,Ride or Die,2021,Romance
258157,Ride or Die,2021,Thriller
991,Michael Collins,1996,Drama
183399,"His Majesty, the Scarecrow of Oz",1914,Adventure
183399,"His Majesty, the Scarecrow of Oz",1914,Children
183399,"His Majesty, the Scarecrow of Oz",1914,Comedy
183399,"His Majesty, the Scarecrow of Oz",1914,Fantasy
6789,"Apartment, The (Appartement, L')",1996,Drama
6789,"Apartment, The (Appartement, L')",1996,Mystery
6789,"Apartment, The (Appartement, L')",1996,Romance
145277,Mommy,1995,Horror
238056,Hans Röckle and the Devil,1974,Children
238056,Hans Röckle and the Devil,1974,Fantasy
200926,French Cinema Mon Amour,2015,Documentary
135476,Amélie au pays des Bodin's,2010,Comedy
98499,"Fearless Hyena, The (Xiao quan guai zhao)",1979,Action
98499,"Fearless Hyena, The (Xiao quan guai zhao)",1979,Comedy
280938,Excess Will Save Us,2019,Documentary
192787,What Keeps You Alive,2018,Thriller
224913,Se son rose,2018,Comedy
286777,BlackBerry,2023,Comedy
286777,BlackBerry,2023,Drama
209303,Shockwave Countdown To Disaster,2017,Action
209303,Shockwave Countdown To Disaster,2017,Sci-Fi
214354,Devil Hunters,1989,Action
198959,Missing,2016,Drama
198959,Missing,2016,Mystery
198959,Missing,2016,Thriller
136020,Spectre,2015,Action
136020,Spectre,2015,Adventure
136020,Spectre,2015,Crime
163781,Hail the Judge,1994,Comedy
196733,The Cabin,2018,Thriller
149670,Namastey London,2007,Drama
149670,Namastey London,2007,Romance
226458,Se mi lasci non vale,2016,Comedy
204498,Island of the Dead,2000,Horror
204498,Island of the Dead,2000,Thriller
187665,Tongue in Cheek,1989,Comedy
26072,Murder She Said,1961,Comedy
26072,Murder She Said,1961,Crime
26072,Murder She Said,1961,Drama
26072,Murder She Said,1961,Mystery
211107,Finding Father Christmas,2016,Drama
171725,Moontrap,1989,Horror
171725,Moontrap,1989,Sci-Fi
123463,Out of Bounds,1986,Action
123463,Out of Bounds,1986,Crime
123463,Out of Bounds,1986,Thriller
120390,Natural Selection,2011,Comedy
120390,Natural Selection,2011,Drama
73139,Out 1: Spectre,1974,Comedy
73139,Out 1: Spectre,1974,Drama
73139,Out 1: Spectre,1974,Thriller
150862,Evaporating Borders,2014,Documentary
120934,Korengal,2014,Documentary
120934,Korengal,2014,War
190765,Sanju,2018,Comedy
190765,Sanju,2018,Drama
90118,"Sheep Has Five Legs, The (Le mouton à cinq pattes)",1954,Comedy
66365,Trancers,1985,Action
66365,Trancers,1985,Sci-Fi
92738,Beautiful Kate,2009,Drama
92738,Beautiful Kate,2009,Mystery
218833,Ouija Shark,2020,Comedy
218833,Ouija Shark,2020,Horror
126140,Love Can Seriously Damage Your Health,1997,Comedy
126140,Love Can Seriously Damage Your Health,1997,Romance
202289,Space Chicken,2017,Action
202289,Space Chicken,2017,Adventure
202289,Space Chicken,2017,Animation
202289,Space Chicken,2017,Children
202289,Space Chicken,2017,Comedy
202289,Space Chicken,2017,Sci-Fi
70377,Where Danger Lives,1950,Drama
70377,Where Danger Lives,1950,Film-Noir
70377,Where Danger Lives,1950,Romance
70377,Where Danger Lives,1950,Thriller
111885,Mad Love (Sappho),1921,Drama
111885,Mad Love (Sappho),1921,Romance
202679,Secrets of Chatsworth,2013,Documentary
122270,The Suspicions of Mr. Whicher: The Murder at Road Hill House,2011,Drama
122270,The Suspicions of Mr. Whicher: The Murder at Road Hill House,2011,Mystery
232885,Survive The Hollow Shoals,2018,Horror
247500,Homunculus,2021,Drama
247500,Homunculus,2021,Thriller
191279,G-Funk,2017,Documentary
278464,Something Good — Negro Kiss,1898,Romance
157417,Laughing Gas,1914,Comedy
200554,Scream Dream,1989,Comedy
200554,Scream Dream,1989,Horror
200554,Scream Dream,1989,Thriller
2964,Julien Donkey-Boy,1999,Drama
48901,Corto Maltese in Siberia (Corto Maltese - La cour secrète des Arcanes),2002,Adventure
48901,Corto Maltese in Siberia (Corto Maltese - La cour secrète des Arcanes),2002,Animation
48901,Corto Maltese in Siberia (Corto Maltese - La cour secrète des Arcanes),2002,Drama
48901,Corto Maltese in Siberia (Corto Maltese - La cour secrète des Arcanes),2002,Romance
48901,Corto Maltese in Siberia (Corto Maltese - La cour secrète des Arcanes),2002,War
281276,Darby and the Dead,2022,Comedy
281276,Darby and the Dead,2022,Fantasy
160392,Trenchcoat,1983,Children
160392,Trenchcoat,1983,Comedy
160392,Trenchcoat,1983,Crime
160392,Trenchcoat,1983,Mystery
131660,Bastards,2006,Action
131660,Bastards,2006,Drama
131660,Bastards,2006,War
285925,Ghosted,2023,Action
285925,Ghosted,2023,Adventure
285925,Ghosted,2023,Comedy
285925,Ghosted,2023,Romance
160472,The Great Alone,2015,Adventure
160472,The Great Alone,2015,Documentary
160472,The Great Alone,2015,Drama
172527,Hooked on the Game,2009,Action
172527,Hooked on the Game,2009,Sci-Fi
272141,Playground,2021,Drama
204234,Hallowed Ground,2019,Horror
26911,Meltdown (Shu dan long wei),1995,Action
26911,Meltdown (Shu dan long wei),1995,Comedy
26911,Meltdown (Shu dan long wei),1995,Crime
6255,"Bible, The (a.k.a. Bible... In the Beginning, The)",1966,Drama
120230,For the Defense,1930,Drama
192659,Liar's Edge,1992,Thriller
224487,Joshua and the Promised Land,2004,Adventure
224487,Joshua and the Promised Land,2004,Animation
224487,Joshua and the Promised Land,2004,Children
136499,Pablo Francisco: They Put it Out There,2011,Comedy
261835,"Poirot: ""The Labours of Hercules""",2013,Crime
261835,"Poirot: ""The Labours of Hercules""",2013,Drama
261835,"Poirot: ""The Labours of Hercules""",2013,Mystery
227981,Planet Earth,1974,Sci-Fi
259673,Night of the Hunter,1991,Thriller
221296,Last and First Men,2020,Documentary
277654,Tomorrow's Weather,2003,Comedy
277654,Tomorrow's Weather,2003,Drama
5192,"Island, The",1980,Adventure
5192,"Island, The",1980,Horror
5192,"Island, The",1980,Thriller
245508,The Boys of Paul Street,1969,Children
2024,"Rapture, The",1991,Drama
2024,"Rapture, The",1991,Mystery
79363,Music in the Air,1934,Comedy
79363,Music in the Air,1934,Musical
79363,Music in the Air,1934,Romance
60393,Transylvania,2006,Drama
286833,Beautiful Disaster,2023,Comedy
286833,Beautiful Disaster,2023,Drama
286833,Beautiful Disaster,2023,Romance
115386,Charlie Chan's Chance,1932,Mystery
281244,Where's Mama?,1960,Animation
243992,Boo,2005,Horror
4502,Ernest Saves Christmas,1988,Children
4502,Ernest Saves Christmas,1988,Comedy
164528,A Brand New Life,2009,Drama
140495,The Shadow Strikes,1937,Mystery
188263,Two Soldiers,1943,Comedy
188263,Two Soldiers,1943,Drama
188263,Two Soldiers,1943,Romance
188263,Two Soldiers,1943,War
3051,Anywhere But Here,1999,Comedy
3051,Anywhere But Here,1999,Drama
218059,"Hissein Habré, A Chadian Tragedy",2016,Documentary
33397,300 Miles to Heaven (300 Mil do Nieba),1989,Drama
111560,Affectionately Yours,1941,Comedy
111560,Affectionately Yours,1941,Romance
189483,Cannon Fodder,1995,Animation
205497,Mother Krampus,2017,Horror
205098,Distances,2018,Comedy
205098,Distances,2018,Drama
265702,As Gouda as It Gets,2021,Comedy
265702,As Gouda as It Gets,2021,Romance
133065,From Hell to Victory,1979,Action
133065,From Hell to Victory,1979,War
5562,Snipes,2001,Drama
5562,Snipes,2001,Thriller
2110,Dead Men Don't Wear Plaid,1982,Comedy
2110,Dead Men Don't Wear Plaid,1982,Crime
2110,Dead Men Don't Wear Plaid,1982,Thriller
7745,"Scent of Green Papaya, The (Mùi du du xhan - L'odeur de la papaye verte)",1993,Drama
172847,Strayed,2009,Thriller
184961,In Search of Dr. Seuss,1994,Animation
184961,In Search of Dr. Seuss,1994,Children
184961,In Search of Dr. Seuss,1994,Comedy
49902,"Decameron, The (Decameron, Il)",1971,Comedy
49902,"Decameron, The (Decameron, Il)",1971,Drama
3624,Shanghai Noon,2000,Action
3624,Shanghai Noon,2000,Adventure
3624,Shanghai Noon,2000,Comedy
3624,Shanghai Noon,2000,Western
189637,A Single Life,2014,Animation
210987,Elegy to the Visitor from the Revolution,2011,Drama
245416,Duck Soup,1927,Comedy
2263,"Seventh Sign, The",1988,Drama
2263,"Seventh Sign, The",1988,Fantasy
2263,"Seventh Sign, The",1988,Thriller
182751,Wat Mannen Willen,2015,Comedy
182751,Wat Mannen Willen,2015,Romance
192503,Thunder Road,2018,Comedy
192503,Thunder Road,2018,Drama
6317,Cartouche,1962,Action
6317,Cartouche,1962,Adventure
6317,Cartouche,1962,Comedy
6317,Cartouche,1962,Drama
83227,L.627,1992,Crime
83227,L.627,1992,Drama
83227,L.627,1992,Thriller
97177,Colin Quinn: Long Story Short,2011,Comedy
125245,The Great Rupert,1950,Children
125245,The Great Rupert,1950,Comedy
5407,"Bûche, La",1999,Comedy
5407,"Bûche, La",1999,Drama
175099,Amelia's 25th,2013,Comedy
175099,Amelia's 25th,2013,Romance
55681,Valhalla,1986,Adventure
55681,Valhalla,1986,Animation
55681,Valhalla,1986,Children
55681,Valhalla,1986,Fantasy
3590,"Lords of Flatbush, The",1974,Comedy
3590,"Lords of Flatbush, The",1974,Drama
257709,The Old Ways,2020,Fantasy
257709,The Old Ways,2020,Horror
210073,Pay Day,1922,Comedy
171921,Battlefield Death Tales,2012,Horror
171921,Battlefield Death Tales,2012,War
144838,Million Dollar Baby,1941,Comedy
144838,Million Dollar Baby,1941,Romance
25742,Destiny (a.k.a. Between Two Worlds) (Der müde Tod),1921,Fantasy
85056,I Am Number Four,2011,Action
85056,I Am Number Four,2011,Sci-Fi
85056,I Am Number Four,2011,Thriller
85056,I Am Number Four,2011,IMAX
44709,Akeelah and the Bee,2006,Drama
203811,The Tattooed Stranger,1950,Crime
203811,The Tattooed Stranger,1950,Drama
114396,Cesar Chavez,2014,Drama
200912,Maigret and the St. Fiacre Case,1959,Crime
200912,Maigret and the St. Fiacre Case,1959,Drama
200912,Maigret and the St. Fiacre Case,1959,Mystery
200912,Maigret and the St. Fiacre Case,1959,Thriller
207093,Walt Disney,2015,Documentary
167492,Enter the Battlefield: Life on the Magic - The Gathering Pro Tour,2016,Documentary
73370,"Thorn Birds, The",1983,Drama
73370,"Thorn Birds, The",1983,Romance
43419,Bandidas,2006,Action
43419,Bandidas,2006,Comedy
43419,Bandidas,2006,Crime
43419,Bandidas,2006,Western
82356,Boy Interrupted,2008,Documentary
112330,Bitch Hug (Bitchkram),2012,Drama
289679,Scenes from Allen's Last Three Days on Earth as a Spirit,1997,Documentary
239578,Braille,2011,Action
83531,"Two of Us, The (Le vieil homme et l'enfant)",1967,Comedy
83531,"Two of Us, The (Le vieil homme et l'enfant)",1967,Drama
26825,Josh and S.A.M.,1993,Adventure
26825,Josh and S.A.M.,1993,Comedy
26825,Josh and S.A.M.,1993,Drama
231251,Amy & Isabelle,2001,Drama
166988,Overdose,1983,Drama
270070,Charli XCX: Alone Together,2021,Documentary
180971,The Meateater,1979,Horror
142731,Stolen Identity,1953,Action
142731,Stolen Identity,1953,Crime
142731,Stolen Identity,1953,Drama
142731,Stolen Identity,1953,Mystery
142731,Stolen Identity,1953,Thriller
59129,Outpost,2008,Action
59129,Outpost,2008,Horror
2629,"Love Letter, The",1999,Comedy
2629,"Love Letter, The",1999,Romance
187199,Devil You Know,2013,Mystery
187199,Devil You Know,2013,Thriller
1081,Victor/Victoria,1982,Comedy
1081,Victor/Victoria,1982,Musical
1081,Victor/Victoria,1982,Romance
5861,Tales of Ordinary Madness (Storie di Ordinaria Follia),1981,Drama
188851,Chandrettan Evideya,2015,Children
188851,Chandrettan Evideya,2015,Comedy
188851,Chandrettan Evideya,2015,Drama
114072,Cheech and Chong's Animated Movie,2013,Animation
114072,Cheech and Chong's Animated Movie,2013,Comedy
105448,Eros (Men and Women) (Noite Vazia),1964,Drama
178343,Mary's Land,2013,Comedy
178343,Mary's Land,2013,Documentary
178343,Mary's Land,2013,Drama
178343,Mary's Land,2013,Mystery
168506,The Greatest Man in Siam,1944,Animation
289139,Kaze to Ki no Uta Sanctus: Sei Naru Kana,1987,Animation
289139,Kaze to Ki no Uta Sanctus: Sei Naru Kana,1987,Drama
289139,Kaze to Ki no Uta Sanctus: Sei Naru Kana,1987,Romance
124889,The Adventures of Tom Thumb & Thumbelina,2002,Animation
478,Jimmy Hollywood,1994,Comedy
478,Jimmy Hollywood,1994,Crime
478,Jimmy Hollywood,1994,Drama
226512,The Snake Girl and the Silver-Haired Witch,1968,Horror
226512,The Snake Girl and the Silver-Haired Witch,1968,Mystery
226512,The Snake Girl and the Silver-Haired Witch,1968,Thriller
172137,Pioneer Heroes,2015,Drama
166544,A Kind of Murder,2016,Thriller
151900,Arrowhead,2015,Action
151900,Arrowhead,2015,Adventure
151900,Arrowhead,2015,Mystery
151900,Arrowhead,2015,Sci-Fi
155162,Jack and the Beanstalk,1902,Adventure
155162,Jack and the Beanstalk,1902,Children
155162,Jack and the Beanstalk,1902,Fantasy
156210,Sugar,2004,Drama
156210,Sugar,2004,Romance
176603,The Snowman,2017,Crime
176603,The Snowman,2017,Thriller
213606,Brothers in Blood: The Lions of Sabi Sand,2015,Documentary
243232,A Very British Psycho,1997,Documentary
275489,Goopy Geer,1932,Animation
275489,Goopy Geer,1932,Comedy
207365,Guidable - The Real History of Ratos de Porão,2008,Documentary
97540,"Visiteurs du soir, Les (Devil's Envoys, The)",1942,Drama
97540,"Visiteurs du soir, Les (Devil's Envoys, The)",1942,Fantasy
97540,"Visiteurs du soir, Les (Devil's Envoys, The)",1942,Romance
285581,The Blackwell Ghost 6,2022,Drama
285581,The Blackwell Ghost 6,2022,Horror
281296,The Rust,2021,Drama
269804,Stolen Glory,1912,Comedy
136455,Iron Man & Captain America: Heroes United,2014,Action
136455,Iron Man & Captain America: Heroes United,2014,Adventure
136455,Iron Man & Captain America: Heroes United,2014,Animation
246634,Oh My God,2015,Comedy
157170,Eat My Dust,1976,Action
6652,Joe Kidd,1972,Western
277432,The Chaos Class Welcome,2004,Comedy
289519,Kamikazen (Ultima notte a Milano),1988,Comedy
232593,Christmas on the Vine,2020,Romance
62644,"Wave, The (Welle, Die)",2008,Drama
1026,So Dear to My Heart,1949,Children
1026,So Dear to My Heart,1949,Drama
199892,The Three Heroes: The Heiress to the Throne,2018,Animation
199892,The Three Heroes: The Heiress to the Throne,2018,Children
286753,Cold War,1951,Animation
150425,Lana: Queen of the Amazons,1964,Adventure
87053,Zoo in Budapest,1933,Drama
87053,Zoo in Budapest,1933,Romance
4495,Crossing Delancey,1988,Comedy
4495,Crossing Delancey,1988,Romance
155525,All the Love You Cannes!,2002,Documentary
134095,My Love,2006,Animation
134095,My Love,2006,Drama
71178,Street of Shame (Akasen chitai),1956,Drama
146437,San Francisco 2.0,2015,Documentary
291495,Carry on Jatta 3,2023,Comedy
291495,Carry on Jatta 3,2023,Drama
235927,One Life at a Time,2020,Drama
8971,Veer Zaara,2004,Drama
8971,Veer Zaara,2004,Musical
8971,Veer Zaara,2004,Romance
202819,The Merry Wives of Windsor,1982,Comedy
179623,Die zertanzten Schuhe,2011,Children
179623,Die zertanzten Schuhe,2011,Fantasy
128723,James Dean,2001,Drama
225884,Slow Video,2014,Comedy
225884,Slow Video,2014,Drama
139064,Gang of Four,1989,Adventure
139064,Gang of Four,1989,Drama
139064,Gang of Four,1989,Mystery
163601,The Work and the Glory II: American Zion,2005,Drama
289071,Curtain Call,1940,Comedy
206710,Spider in the Web,2019,Thriller
198171,Celluloid,2014,Drama
198171,Celluloid,2014,Thriller
189017,Stone,1974,Action
189017,Stone,1974,Crime
189017,Stone,1974,Thriller
156615,Silent Retreat,2013,Horror
156615,Silent Retreat,2013,Mystery
156615,Silent Retreat,2013,Thriller
277856,See How They Run,2022,Comedy
277856,See How They Run,2022,Crime
277856,See How They Run,2022,Mystery
244414,Never Ever,2016,Drama
52108,It's Impossible to Learn to Plow by Reading Books,1988,Drama
261437,About an Age,2018,Drama
281792,Canvas,2021,Animation
281792,Canvas,2021,Horror
157198,Macross Frontier: The Wings of Goodbye,2011,Action
157198,Macross Frontier: The Wings of Goodbye,2011,Animation
157198,Macross Frontier: The Wings of Goodbye,2011,Romance
141793,Women of the World,1963,Documentary
73914,Sometimes a Great Notion,1970,Action
73914,Sometimes a Great Notion,1970,Adventure
73914,Sometimes a Great Notion,1970,Drama
83430,Fool N Final,2007,Action
83430,Fool N Final,2007,Comedy
83430,Fool N Final,2007,Romance
268928,Ratboy,1986,Comedy
268928,Ratboy,1986,Crime
268928,Ratboy,1986,Drama
276531,Take the Night,2022,Crime
276531,Take the Night,2022,Thriller
158761,Super Juice Me!,2014,Documentary
282119,Kalev,2022,Drama
245288,Sometime Other Than Now,2021,Drama
53123,Once,2006,Drama
53123,Once,2006,Musical
53123,Once,2006,Romance
163352,Variety Girl,1947,Comedy
124083,Honolulu,1939,Comedy
124083,Honolulu,1939,Romance
85275,Uncounted: The New Math of American Elections,2008,Documentary
211127,The Ninth Precinct,2019,Crime
211127,The Ninth Precinct,2019,Fantasy
211127,The Ninth Precinct,2019,Thriller
220598,Kathy Griffin: Everybody Can Suck It,2007,Comedy
173139,The Bad Batch,2017,Horror
173139,The Bad Batch,2017,Romance
173139,The Bad Batch,2017,Thriller
144962,Phantom Boy,2015,Adventure
144962,Phantom Boy,2015,Animation
144962,Phantom Boy,2015,Children
5353,Butterflies Are Free,1972,Comedy
5353,Butterflies Are Free,1972,Drama
120118,The Forest,2012,Drama
120118,The Forest,2012,Fantasy
272491,General Report,1977,Documentary
86880,Pirates of the Caribbean: On Stranger Tides,2011,Action
86880,Pirates of the Caribbean: On Stranger Tides,2011,Adventure
86880,Pirates of the Caribbean: On Stranger Tides,2011,Fantasy
86880,Pirates of the Caribbean: On Stranger Tides,2011,IMAX
120952,Filly Brown,2012,Drama
251996,Possibly in Michigan,1983,Horror
257703,Nineties,1992,Comedy
198819,Friends: Naki on Monster Island,2011,Animation
198819,Friends: Naki on Monster Island,2011,Children
198819,Friends: Naki on Monster Island,2011,Comedy
46065,Ice Bound,2003,Drama
124727,Just for Kicks,2005,Documentary
119948,Let's Kill Ward's Wife,2014,Comedy
205935,Girl Slaves of Morgana Le Fay,1971,Drama
205935,Girl Slaves of Morgana Le Fay,1971,Fantasy
126779,Grandmother,2010,Drama
281290,A Big Fat Family Christmas,2022,Comedy
281290,A Big Fat Family Christmas,2022,Drama
281290,A Big Fat Family Christmas,2022,Romance
171347,The Sisters,2005,Drama
171347,The Sisters,2005,Horror
224591,Last Shot,2020,Drama
190583,Goa,2010,Comedy
190583,Goa,2010,Romance
4530,Permanent Record,1988,Drama
127323,Vice,2015,Action
127323,Vice,2015,Adventure
127323,Vice,2015,Sci-Fi
127323,Vice,2015,Thriller
214900,Theatre of War,2018,Documentary
3932,"Invisible Man, The",1933,Horror
3932,"Invisible Man, The",1933,Sci-Fi
244530,Pagglait,2021,Comedy
244530,Pagglait,2021,Drama
106057,Wind with the Gone (El viento se llevó lo qué),1998,Comedy
106057,Wind with the Gone (El viento se llevó lo qué),1998,Drama
260009,Incision,2020,Horror
167886,The Phantom,1943,Action
60032,Hounddog,2007,Drama
238824,Backyard Blockbusters,2012,Documentary
208441,Pig Hag,2019,Drama
174051,Photographer,2015,Comedy
174051,Photographer,2015,Drama
186239,Road Movie,1974,Drama
1186,"Sex, Lies, and Videotape",1989,Drama
132796,San Andreas,2015,Action
132796,San Andreas,2015,Drama
132796,San Andreas,2015,Thriller
208643,William,2019,Drama
208643,William,2019,Sci-Fi
175423,Sunstroke,2014,Drama
162956,Kiss Kiss (Bang Bang),2001,Action
162956,Kiss Kiss (Bang Bang),2001,Crime
179263,Fidgety Bram,2012,Children
179263,Fidgety Bram,2012,Comedy
6349,Breakin',1984,Drama
6349,Breakin',1984,Musical
261039,"Barbie: Big City, Big Dreams",2021,Animation
261039,"Barbie: Big City, Big Dreams",2021,Children
280472,Mili,2022,Thriller
6042,Blind Spot: Hitler's Secretary (Im toten Winkel - Hitlers Sekretärin),2002,Documentary
158330,The Secret Diaries of Miss Anne Lister,2010,Children
158330,The Secret Diaries of Miss Anne Lister,2010,Drama
188087,Nepoddayushchiyesya,1959,Comedy
152731,Los Hermanos Del Hierro,1961,Adventure
152731,Los Hermanos Del Hierro,1961,Drama
152731,Los Hermanos Del Hierro,1961,Western
99607,Immaculate Conception of Little Dizzle,2009,Comedy
159032,Noon Sunday,1970,Drama
