Country Name,Country Code,Series Name,Series Code,2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023],2024 [YR2024]
Ecuador,ECU,"Account ownership at a financial institution or with a mobile-money-service provider, richest 60% (% of population ages 15+)",FX.OWN.TOTL.60.ZS,..,..,..,67.51,..,..,..
Ecuador,ECU,"Account ownership at a financial institution or with a mobile-money-service provider, secondary education or more (% of population ages 15+)",FX.OWN.TOTL.SO.ZS,..,..,..,66.56,..,..,..
Ecuador,ECU,"Account ownership at a financial institution or with a mobile-money-service provider, young adults (% of population ages 15-24)",FX.OWN.TOTL.YG.ZS,..,..,..,54.54,..,..,..
Ecuador,ECU,Adequacy of social insurance programs (% of total welfare of beneficiary households),per_si_allsi.adq_pop_tot,34.3363954841896,34.7732414861721,14.16930651355,36.0992885227691,34.3607289035204,..,..
Ecuador,ECU,Adequacy of social protection and labor programs (% of total welfare of beneficiary households),per_allsp.adq_pop_tot,28.6083354506547,29.8881612619175,14.034767070808,28.3322195182841,28.3731880784151,..,..
Ecuador,ECU,Adequacy of social safety net programs (% of total welfare of beneficiary households),per_sa_allsa.adq_pop_tot,13.1277438452772,15.8559177732541,12.5420790843681,15.4670058445165,14.7848467537791,..,..
Ecuador,ECU,Adequacy of unemployment benefits and ALMP (% of total welfare of beneficiary households),per_lm_alllm.adq_pop_tot,..,..,..,..,..,..,..
Ecuador,ECU,"Adjusted net enrollment rate, primary (% of primary school age children)",SE.PRM.TENR,97.5804,..,..,..,..,..,..
Ecuador,ECU,"Adjusted net enrollment rate, primary, female (% of primary school age children)",SE.PRM.TENR.FE,..,..,..,..,..,..,..
Ecuador,ECU,"Adjusted net enrollment rate, primary, male (% of primary school age children)",SE.PRM.TENR.MA,..,..,..,..,..,..,..
Ecuador,ECU,Adjusted net national income (annual % growth),NY.ADJ.NNTY.KD.ZG,-2.97835124142041,0.789941629579531,-5.04199641747545,1.07044397991554,..,..,..
Ecuador,ECU,"Adjusted net savings, including particulate emission damage (current US$)",NY.ADJ.SVNG.CD,4479899715.40445,5354991287.05235,5860414974.773,2462753213.58526,..,..,..
Ecuador,ECU,Adjusted savings: education expenditure (current US$),NY.ADJ.AEDU.CD,4385266431.64902,4444917363.27654,4004955082.02872,3788159766.10149,..,..,..
Ecuador,ECU,Asylum-seekers by country or territory of origin,SM.POP.ASYS.EO,17727,19340,22090,27286,40358,66416,..
Ecuador,ECU,Asylum-seekers by country or territory of asylum,SM.POP.ASYS.EA,17044,25002,26001,7137,9754,7700,..
Ecuador,ECU,Age dependency ratio (% of working-age population),SP.POP.DPND,52.8957612402445,52.1307937287794,51.4133224072679,50.70912096615,50.0761078196638,49.4714073657307,48.8091845545471
Ecuador,ECU,Adults (ages 15-49) newly infected with HIV,SH.HIV.INCD,1900,1900,1800,1800,1800,..,..
Ecuador,ECU,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,SH.HIV.INCD.TL,2100,2100,1900,1900,1900,..,..
Ecuador,ECU,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,11.0001244721145,11.2697116186031,11.4495006166191,11.5599416884375,11.7815729993469,12.0965454474112,12.4166360262669
Ecuador,ECU,"Age dependency ratio, young (% of working-age population)",SP.POP.DPND.YG,41.89563676813,40.8610821101763,39.9638217906488,39.1491792777126,38.2945348203168,37.3748619183195,36.3925485282803
Ecuador,ECU,Agricultural land (% of land area),AG.LND.AGRI.ZS,21.9358995007248,21.4607827347399,21.8231599291351,22.024480592688,21.5332581736189,..,..
Ecuador,ECU,Agricultural land (sq. km),AG.LND.AGRI.K2,54480,53300,54200,54700,..,..,..
Ecuador,ECU,Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,15.8957415565345,17.4484052532833,18.450184501845,18.8665447897623,..,..,..
Ecuador,ECU,"Average working hours of children, working only, female, ages 7-14 (hours per week)",SL.TLF.0714.WK.FE.TM,..,..,..,..,..,..,..
Ecuador,ECU,"Average working hours of children, working only, male, ages 7-14 (hours per week)",SL.TLF.0714.WK.MA.TM,..,..,..,..,..,..,..
Ecuador,ECU,"Average working hours of children, working only, ages 7-14 (hours per week)",SL.TLF.0714.WK.TM,..,..,..,..,..,..,..
Ecuador,ECU,"Average working hours of children, study and work, male, ages 7-14 (hours per week)",SL.TLF.0714.SW.MA.TM,..,..,..,..,..,..,..
Ecuador,ECU,"Average working hours of children, study and work, female, ages 7-14 (hours per week)",SL.TLF.0714.SW.FE.TM,..,..,..,..,..,..,..
Ecuador,ECU,"Average working hours of children, study and work, ages 7-14 (hours per week)",SL.TLF.0714.SW.TM,..,..,..,..,..,..,..
Ecuador,ECU,Completeness of birth registration (%),SP.REG.BRTH.ZS,..,..,87.2,..,..,..,..
Ecuador,ECU,Coal rents (% of GDP),NY.GDP.COAL.RT.ZS,0,0,0,0,..,..,..
Ecuador,ECU,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,4.648,4.753,7.474,7.108,5.363,5.128,..
Ecuador,ECU,Disaster risk reduction progress score (1-5 scale; 5=best),EN.CLC.DRSK.XQ,..,..,..,..,..,..,..
Ecuador,ECU,"Employers, male (% of male employment) (modeled ILO estimate)",SL.EMP.MPYR.MA.ZS,3.72481210450811,3.57711859414057,3.0150647676925,2.93810624706864,3.0715070496529,2.79947134204834,..
Ecuador,ECU,"Employers, female (% of female employment) (modeled ILO estimate)",SL.EMP.MPYR.FE.ZS,1.96170424709,1.77118059633622,1.34152569916271,1.64794715517351,1.69398372797256,1.59663764901839,..
Ecuador,ECU,"Employers, total (% of total employment) (modeled ILO estimate)",SL.EMP.MPYR.ZS,3.00437784576621,2.83432157150307,2.34530578222098,2.41362246093129,2.50308961329881,2.30872257977783,..
El Salvador,SLV,"Access to clean fuels and technologies for cooking, rural (% of rural population)",EG.CFT.ACCS.RU.ZS,75.2,78.2,81.5,83.7,86,..,..
El Salvador,SLV,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,89.7,90.9,91.9,92.9,93.8,..,..
El Salvador,SLV,"Access to clean fuels and technologies for cooking, urban (% of urban population)",EG.CFT.ACCS.UR.ZS,96.5,96.9,97,97.2,97.4,..,..
El Salvador,SLV,Access to electricity (% of population),EG.ELC.ACCS.ZS,97,97.4,99.7,97.9,100,98.3,..
El Salvador,SLV,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,92.6,93.6,100,94.1,100,96.6,..
El Salvador,SLV,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,98.7,98.8,99.1,99.2,100,99.4,..
El Salvador,SLV,Account ownership at a financial institution or with a mobile-money-service provider (% of population ages 15+),FX.OWN.TOTL.ZS,..,..,..,35.85,..,..,..
El Salvador,SLV,"Account ownership at a financial institution or with a mobile-money-service provider, female (% of population ages 15+)",FX.OWN.TOTL.FE.ZS,..,..,..,29.23,..,..,..
El Salvador,SLV,"Account ownership at a financial institution or with a mobile-money-service provider, male (% of population ages 15+)",FX.OWN.TOTL.MA.ZS,..,..,..,44.8,..,..,..
El Salvador,SLV,"Account ownership at a financial institution or with a mobile-money-service provider, older adults (% of population ages 25+)",FX.OWN.TOTL.OL.ZS,..,..,..,37.12,..,..,..
El Salvador,SLV,"Account ownership at a financial institution or with a mobile-money-service provider, poorest 40% (% of population ages 15+)",FX.OWN.TOTL.40.ZS,..,..,..,23.08,..,..,..
El Salvador,SLV,"Account ownership at a financial institution or with a mobile-money-service provider, primary education or less (% of population ages 15+)",FX.OWN.TOTL.PL.ZS,..,..,..,27.96,..,..,..
El Salvador,SLV,"Account ownership at a financial institution or with a mobile-money-service provider, richest 60% (% of population ages 15+)",FX.OWN.TOTL.60.ZS,..,..,..,44.32,..,..,..
El Salvador,SLV,"Account ownership at a financial institution or with a mobile-money-service provider, secondary education or more (% of population ages 15+)",FX.OWN.TOTL.SO.ZS,..,..,..,50.67,..,..,..
El Salvador,SLV,"Account ownership at a financial institution or with a mobile-money-service provider, young adults (% of population ages 15-24)",FX.OWN.TOTL.YG.ZS,..,..,..,31.65,..,..,..
El Salvador,SLV,Adequacy of social insurance programs (% of total welfare of beneficiary households),per_si_allsi.adq_pop_tot,30.6122846322997,31.1835214618674,..,17.7677684004622,19.7852739585722,..,..
El Salvador,SLV,Adequacy of social protection and labor programs (% of total welfare of beneficiary households),per_allsp.adq_pop_tot,30.1758231669309,31.1835214618674,..,6.91772403000048,6.25005906472703,..,..
El Salvador,SLV,Adequacy of social safety net programs (% of total welfare of beneficiary households),per_sa_allsa.adq_pop_tot,..,..,..,3.7235103141048,3.22086129774856,..,..
El Salvador,SLV,Adequacy of unemployment benefits and ALMP (% of total welfare of beneficiary households),per_lm_alllm.adq_pop_tot,..,..,..,..,..,..,..
El Salvador,SLV,"Adjusted net enrollment rate, primary (% of primary school age children)",SE.PRM.TENR,81.60033,..,..,..,..,..,..
El Salvador,SLV,"Adjusted net enrollment rate, primary, female (% of primary school age children)",SE.PRM.TENR.FE,82.11591,..,..,..,..,..,..
El Salvador,SLV,"Adjusted net enrollment rate, primary, male (% of primary school age children)",SE.PRM.TENR.MA,81.1064,..,..,..,..,..,..
El Salvador,SLV,Adjusted net national income (annual % growth),NY.ADJ.NNTY.KD.ZG,0.28155599573634,3.9436064057828,-9.94225327075614,7.5051143241939,..,..,..
El Salvador,SLV,"Adjusted net savings, including particulate emission damage (current US$)",NY.ADJ.SVNG.CD,1365356869.76689,2029295103.81825,2030743113.49606,1516862525.14422,..,..,..
El Salvador,SLV,Adjusted savings: education expenditure (current US$),NY.ADJ.AEDU.CD,875418717.383145,856193200.884155,779356518.549652,908915041.694369,..,..,..
El Salvador,SLV,Asylum-seekers by country or territory of origin,SM.POP.ASYS.EO,119271,136277,149542,153246,148758,133042,..
El Salvador,SLV,Asylum-seekers by country or territory of asylum,SM.POP.ASYS.EA,16,29,53,66,54,263,..
El Salvador,SLV,Age dependency ratio (% of working-age population),SP.POP.DPND,52.7722014739782,52.2097784509694,51.6140634244598,50.9622853822343,50.3277720476879,49.7246065816785,49.152974332256
El Salvador,SLV,Adults (ages 15-49) newly infected with HIV,SH.HIV.INCD,1000,1000,1000,1000,1000,..,..
El Salvador,SLV,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,SH.HIV.INCD.TL,910,870,860,840,830,..,..
El Salvador,SLV,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,11.4572635979461,11.6080791802522,11.6890257499698,11.7183731316379,11.8182246859614,11.9784450161159,12.1539029212667
El Salvador,SLV,"Age dependency ratio, young (% of working-age population)",SP.POP.DPND.YG,41.3149378760321,40.6016992707172,39.92503767449,39.2439122505965,38.5095473617264,37.7461615655625,36.9990714109894
El Salvador,SLV,Agricultural land (% of land area),AG.LND.AGRI.ZS,57.707528957529,57.707528957529,57.707528957529,57.707528957529,57.707528957529,..,..
El Salvador,SLV,Agricultural land (sq. km),AG.LND.AGRI.K2,11957,11957,11957,11957,..,..,..
El Salvador,SLV,Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,1.86501630843857,2.12427866521703,2.29154470184829,2.01028686125282,..,..,..
El Salvador,SLV,"Average working hours of children, working only, female, ages 7-14 (hours per week)",SL.TLF.0714.WK.FE.TM,..,..,..,..,..,..,..
El Salvador,SLV,"Average working hours of children, working only, male, ages 7-14 (hours per week)",SL.TLF.0714.WK.MA.TM,..,..,..,..,..,..,..
El Salvador,SLV,"Average working hours of children, working only, ages 7-14 (hours per week)",SL.TLF.0714.WK.TM,..,..,..,..,..,..,..
El Salvador,SLV,"Average working hours of children, study and work, male, ages 7-14 (hours per week)",SL.TLF.0714.SW.MA.TM,..,..,..,..,..,..,..
El Salvador,SLV,"Average working hours of children, study and work, female, ages 7-14 (hours per week)",SL.TLF.0714.SW.FE.TM,..,..,..,..,..,..,..
El Salvador,SLV,"Average working hours of children, study and work, ages 7-14 (hours per week)",SL.TLF.0714.SW.TM,..,..,..,..,..,..,..
El Salvador,SLV,Completeness of birth registration (%),SP.REG.BRTH.ZS,91.2,..,..,..,..,..,..
El Salvador,SLV,Coal rents (% of GDP),NY.GDP.COAL.RT.ZS,0,0,0,0,..,..,..
El Salvador,SLV,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,7.437,7.439,8.565,8.712,7.459,7.519,..
El Salvador,SLV,Disaster risk reduction progress score (1-5 scale; 5=best),EN.CLC.DRSK.XQ,..,..,..,..,..,..,..
El Salvador,SLV,"Employers, male (% of male employment) (modeled ILO estimate)",SL.EMP.MPYR.MA.ZS,5.74076320451519,4.96313124807264,4.38142070514752,4.63908027844568,5.48114513027647,5.99595854150497,..
El Salvador,SLV,"Employers, female (% of female employment) (modeled ILO estimate)",SL.EMP.MPYR.FE.ZS,2.85052021001246,3.90484117075877,3.21779181263984,2.38833787323889,3.00584198854467,3.18335984894841,..
El Salvador,SLV,"Employers, total (% of total employment) (modeled ILO estimate)",SL.EMP.MPYR.ZS,4.54561801266516,4.52611952838807,3.90399365428879,3.71661413396202,4.46310801752082,4.8338155795569,..
Fiji,FJI,"Access to clean fuels and technologies for cooking, rural (% of rural population)",EG.CFT.ACCS.RU.ZS,23.8,25.6,27.7,30,31.9,..,..
Fiji,FJI,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,47.3,49.3,51.8,54,56.1,..,..
Fiji,FJI,"Access to clean fuels and technologies for cooking, urban (% of urban population)",EG.CFT.ACCS.UR.ZS,65.4,67.7,70,72,74.1,..,..
Fiji,FJI,Access to electricity (% of population),EG.ELC.ACCS.ZS,95.1,96.1,97.1,92.1,92,99.3,..
Fiji,FJI,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,92.7,94.8,96.9,86.8,86.8,98.3,..
Fiji,FJI,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,96.9,97.1,97.3,96,97.6,100,..
Fiji,FJI,Account ownership at a financial institution or with a mobile-money-service provider (% of population ages 15+),FX.OWN.TOTL.ZS,..,..,..,..,..,..,..
Fiji,FJI,"Account ownership at a financial institution or with a mobile-money-service provider, female (% of population ages 15+)",FX.OWN.TOTL.FE.ZS,..,..,..,..,..,..,..
Fiji,FJI,"Account ownership at a financial institution or with a mobile-money-service provider, male (% of population ages 15+)",FX.OWN.TOTL.MA.ZS,..,..,..,..,..,..,..
Fiji,FJI,"Account ownership at a financial institution or with a mobile-money-service provider, older adults (% of population ages 25+)",FX.OWN.TOTL.OL.ZS,..,..,..,..,..,..,..
Fiji,FJI,"Account ownership at a financial institution or with a mobile-money-service provider, poorest 40% (% of population ages 15+)",FX.OWN.TOTL.40.ZS,..,..,..,..,..,..,..
Fiji,FJI,"Account ownership at a financial institution or with a mobile-money-service provider, primary education or less (% of population ages 15+)",FX.OWN.TOTL.PL.ZS,..,..,..,..,..,..,..
Fiji,FJI,"Account ownership at a financial institution or with a mobile-money-service provider, richest 60% (% of population ages 15+)",FX.OWN.TOTL.60.ZS,..,..,..,..,..,..,..
Fiji,FJI,"Account ownership at a financial institution or with a mobile-money-service provider, secondary education or more (% of population ages 15+)",FX.OWN.TOTL.SO.ZS,..,..,..,..,..,..,..
Fiji,FJI,"Account ownership at a financial institution or with a mobile-money-service provider, young adults (% of population ages 15-24)",FX.OWN.TOTL.YG.ZS,..,..,..,..,..,..,..
Fiji,FJI,Adequacy of social insurance programs (% of total welfare of beneficiary households),per_si_allsi.adq_pop_tot,..,..,..,..,..,..,..
Fiji,FJI,Adequacy of social protection and labor programs (% of total welfare of beneficiary households),per_allsp.adq_pop_tot,..,..,..,..,..,..,..
Fiji,FJI,Adequacy of social safety net programs (% of total welfare of beneficiary households),per_sa_allsa.adq_pop_tot,..,..,..,..,..,..,..
Fiji,FJI,Adequacy of unemployment benefits and ALMP (% of total welfare of beneficiary households),per_lm_alllm.adq_pop_tot,..,..,..,..,..,..,..
Fiji,FJI,"Adjusted net enrollment rate, primary (% of primary school age children)",SE.PRM.TENR,..,..,..,..,..,..,..
Fiji,FJI,"Adjusted net enrollment rate, primary, female (% of primary school age children)",SE.PRM.TENR.FE,..,..,..,..,..,..,..
Fiji,FJI,"Adjusted net enrollment rate, primary, male (% of primary school age children)",SE.PRM.TENR.MA,..,..,..,..,..,..,..
Fiji,FJI,Adjusted net national income (annual % growth),NY.ADJ.NNTY.KD.ZG,..,..,..,..,..,..,..
Fiji,FJI,"Adjusted net savings, including particulate emission damage (current US$)",NY.ADJ.SVNG.CD,432787956.580667,273066744.072637,190931848.088245,..,..,..,..
Fiji,FJI,Adjusted savings: education expenditure (current US$),NY.ADJ.AEDU.CD,206515613.631776,198978260.828894,165953532.358687,160021612.34987,..,..,..
Fiji,FJI,Asylum-seekers by country or territory of origin,SM.POP.ASYS.EO,1297,2343,2683,2997,3317,3017,..
Fiji,FJI,Asylum-seekers by country or territory of asylum,SM.POP.ASYS.EA,17,10,5,0,13,0,..
Fiji,FJI,Age dependency ratio (% of working-age population),SP.POP.DPND,52.8676645838299,52.5393519946514,52.1893676158223,51.7722535409475,51.3123918957394,50.894119644834,50.5576304595912
Fiji,FJI,Adults (ages 15-49) newly infected with HIV,SH.HIV.INCD,200,200,500,500,500,..,..
Fiji,FJI,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,SH.HIV.INCD.TL,200,500,500,500,500,..,..
Fiji,FJI,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,8.62841113831558,8.87910380323419,9.11176129114888,9.26366503588546,9.39534026407474,9.5712928160197,9.76663813673618
Fiji,FJI,"Age dependency ratio, young (% of working-age population)",SP.POP.DPND.YG,44.2392534455143,43.6602481914172,43.0776063246734,42.508588505062,41.9170516316646,41.3228268288143,40.7909923228551
Fiji,FJI,Agricultural land (% of land area),AG.LND.AGRI.ZS,17.1592775041051,17.1209633278599,17.0552818828681,17.0552818828681,17.0552818828681,..,..
Fiji,FJI,Agricultural land (sq. km),AG.LND.AGRI.K2,3135,3128,3116,3116,..,..,..
Fiji,FJI,Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,..,..,..,..,..,..,..
Fiji,FJI,"Average working hours of children, working only, female, ages 7-14 (hours per week)",SL.TLF.0714.WK.FE.TM,..,..,..,..,..,..,..
Fiji,FJI,"Average working hours of children, working only, male, ages 7-14 (hours per week)",SL.TLF.0714.WK.MA.TM,..,..,..,..,..,..,..
Fiji,FJI,"Average working hours of children, working only, ages 7-14 (hours per week)",SL.TLF.0714.WK.TM,..,..,..,..,..,..,..
Fiji,FJI,"Average working hours of children, study and work, male, ages 7-14 (hours per week)",SL.TLF.0714.SW.MA.TM,..,..,..,..,..,..,..
Fiji,FJI,"Average working hours of children, study and work, female, ages 7-14 (hours per week)",SL.TLF.0714.SW.FE.TM,..,..,..,..,..,..,..
Fiji,FJI,"Average working hours of children, study and work, ages 7-14 (hours per week)",SL.TLF.0714.SW.TM,..,..,..,..,..,..,..
Fiji,FJI,Completeness of birth registration (%),SP.REG.BRTH.ZS,..,..,..,86.6,..,..,..
Fiji,FJI,Coal rents (% of GDP),NY.GDP.COAL.RT.ZS,0,0,0,0,..,..,..
Fiji,FJI,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,8.939,9.092,9.286,11.157,9.299,9.255,..
Fiji,FJI,Disaster risk reduction progress score (1-5 scale; 5=best),EN.CLC.DRSK.XQ,..,..,..,..,..,..,..
Fiji,FJI,"Employers, male (% of male employment) (modeled ILO estimate)",SL.EMP.MPYR.MA.ZS,1.13723281753003,1.12906341061966,1.12867104392528,1.12823277223511,1.12492035779004,1.1198891994001,..
Fiji,FJI,"Employers, female (% of female employment) (modeled ILO estimate)",SL.EMP.MPYR.FE.ZS,1.40136543298599,1.39387328576068,1.36696446564116,1.37642825160445,1.37755849738655,1.37409493161706,..
Fiji,FJI,"Employers, total (% of total employment) (modeled ILO estimate)",SL.EMP.MPYR.ZS,1.22561973071599,1.21783402510474,1.20892746435214,1.2118283834282,1.21004466000241,1.20567298868986,..
France,FRA,"Access to clean fuels and technologies for cooking, rural (% of rural population)",EG.CFT.ACCS.RU.ZS,100,100,100,100,100,..,..
France,FRA,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,100,100,100,100,100,..,..
France,FRA,"Access to clean fuels and technologies for cooking, urban (% of urban population)",EG.CFT.ACCS.UR.ZS,100,100,100,100,100,..,..
France,FRA,Access to electricity (% of population),EG.ELC.ACCS.ZS,100,100,100,100,100,100,..
France,FRA,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,100,100,100,100,100,100,..
France,FRA,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,100,100,100,100,100,100,..
France,FRA,Account ownership at a financial institution or with a mobile-money-service provider (% of population ages 15+),FX.OWN.TOTL.ZS,..,..,..,99.24,..,..,..
France,FRA,"Account ownership at a financial institution or with a mobile-money-service provider, female (% of population ages 15+)",FX.OWN.TOTL.FE.ZS,..,..,..,100,..,..,..
France,FRA,"Account ownership at a financial institution or with a mobile-money-service provider, male (% of population ages 15+)",FX.OWN.TOTL.MA.ZS,..,..,..,98.42,..,..,..
France,FRA,"Account ownership at a financial institution or with a mobile-money-service provider, older adults (% of population ages 25+)",FX.OWN.TOTL.OL.ZS,..,..,..,99.24,..,..,..
France,FRA,"Account ownership at a financial institution or with a mobile-money-service provider, poorest 40% (% of population ages 15+)",FX.OWN.TOTL.40.ZS,..,..,..,98.4,..,..,..
France,FRA,"Account ownership at a financial institution or with a mobile-money-service provider, primary education or less (% of population ages 15+)",FX.OWN.TOTL.PL.ZS,..,..,..,95.87,..,..,..
France,FRA,"Account ownership at a financial institution or with a mobile-money-service provider, richest 60% (% of population ages 15+)",FX.OWN.TOTL.60.ZS,..,..,..,99.81,..,..,..
France,FRA,"Account ownership at a financial institution or with a mobile-money-service provider, secondary education or more (% of population ages 15+)",FX.OWN.TOTL.SO.ZS,..,..,..,99.76,..,..,..
France,FRA,"Account ownership at a financial institution or with a mobile-money-service provider, young adults (% of population ages 15-24)",FX.OWN.TOTL.YG.ZS,..,..,..,99.24,..,..,..
France,FRA,Adequacy of social insurance programs (% of total welfare of beneficiary households),per_si_allsi.adq_pop_tot,..,..,..,..,..,..,..
France,FRA,Adequacy of social protection and labor programs (% of total welfare of beneficiary households),per_allsp.adq_pop_tot,..,..,..,..,..,..,..
France,FRA,Adequacy of social safety net programs (% of total welfare of beneficiary households),per_sa_allsa.adq_pop_tot,..,..,..,..,..,..,..
France,FRA,Adequacy of unemployment benefits and ALMP (% of total welfare of beneficiary households),per_lm_alllm.adq_pop_tot,..,..,..,..,..,..,..
France,FRA,"Adjusted net enrollment rate, primary (% of primary school age children)",SE.PRM.TENR,..,..,..,..,..,..,..
France,FRA,"Adjusted net enrollment rate, primary, female (% of primary school age children)",SE.PRM.TENR.FE,..,..,..,..,..,..,..
France,FRA,"Adjusted net enrollment rate, primary, male (% of primary school age children)",SE.PRM.TENR.MA,..,..,..,..,..,..,..
France,FRA,Adjusted net national income (annual % growth),NY.ADJ.NNTY.KD.ZG,1.23089087653349,1.66838755287402,-9.73665178194183,9.06251285000963,..,..,..
France,FRA,"Adjusted net savings, including particulate emission damage (current US$)",NY.ADJ.SVNG.CD,264499646920.646,265799982811.138,158879520203.331,280559707666.759,..,..,..
France,FRA,Adjusted savings: education expenditure (current US$),NY.ADJ.AEDU.CD,139071469163.08,133751500350.201,128596556180.001,146120155219.451,..,..,..
France,FRA,Asylum-seekers by country or territory of origin,SM.POP.ASYS.EO,219,268,175,280,405,475,..
France,FRA,Asylum-seekers by country or territory of asylum,SM.POP.ASYS.EA,89055,102140,118137,75708,75047,79642,..
France,FRA,Age dependency ratio (% of working-age population),SP.POP.DPND,60.8249786780729,61.339333625721,61.777215608517,62.0639435685389,62.3607658045045,62.6913590841452,63.0036554831224
France,FRA,Adults (ages 15-49) newly infected with HIV,SH.HIV.INCD,5500,5400,5400,5400,5400,..,..
France,FRA,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,SH.HIV.INCD.TL,5900,5900,5900,5900,5900,..,..
France,FRA,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,32.2283943292714,32.9295024945655,33.5646318689425,34.1156814854036,34.708428013942,35.3839758623752,36.0997050900082
France,FRA,"Age dependency ratio, young (% of working-age population)",SP.POP.DPND.YG,28.5965843488015,28.4098311311555,28.2125837395745,27.9482620831353,27.6523377905626,27.3073832217701,26.9039503931142
France,FRA,Agricultural land (% of land area),AG.LND.AGRI.ZS,52.3417653321937,52.0837996774765,52.0934131058502,52.0954768179386,51.6922804383836,..,..
France,FRA,Agricultural land (sq. km),AG.LND.AGRI.K2,286601,286211.86,285537.54,285537.54,..,..,..
France,FRA,Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,..,..,6.39495598372109,..,..,..,..
France,FRA,"Average working hours of children, working only, female, ages 7-14 (hours per week)",SL.TLF.0714.WK.FE.TM,..,..,..,..,..,..,..
France,FRA,"Average working hours of children, working only, male, ages 7-14 (hours per week)",SL.TLF.0714.WK.MA.TM,..,..,..,..,..,..,..
France,FRA,"Average working hours of children, working only, ages 7-14 (hours per week)",SL.TLF.0714.WK.TM,..,..,..,..,..,..,..
France,FRA,"Average working hours of children, study and work, male, ages 7-14 (hours per week)",SL.TLF.0714.SW.MA.TM,..,..,..,..,..,..,..
France,FRA,"Average working hours of children, study and work, female, ages 7-14 (hours per week)",SL.TLF.0714.SW.FE.TM,..,..,..,..,..,..,..
France,FRA,"Average working hours of children, study and work, ages 7-14 (hours per week)",SL.TLF.0714.SW.TM,..,..,..,..,..,..,..
France,FRA,Completeness of birth registration (%),SP.REG.BRTH.ZS,..,..,..,..,100,..,..
France,FRA,Coal rents (% of GDP),NY.GDP.COAL.RT.ZS,0,0,0,0,..,..,..
France,FRA,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,9.1,9.1,9.9,9.8,9.9,9.2,..
France,FRA,Disaster risk reduction progress score (1-5 scale; 5=best),EN.CLC.DRSK.XQ,..,..,..,..,..,..,..
France,FRA,"Employers, male (% of male employment) (modeled ILO estimate)",SL.EMP.MPYR.MA.ZS,6.11825849688371,6.13997449506157,5.94784019230971,6.91974645496749,6.93475909167436,6.65277008644449,..
France,FRA,"Employers, female (% of female employment) (modeled ILO estimate)",SL.EMP.MPYR.FE.ZS,2.17013730350515,2.19004464995514,2.32916096287852,2.84305481330951,2.99854737626928,2.92048526010118,..
France,FRA,"Employers, total (% of total employment) (modeled ILO estimate)",SL.EMP.MPYR.ZS,4.2246681460248,4.23876729363361,4.20484097091659,4.94170010269908,5.02440208539066,4.83791421961495,..
Finland,FIN,"Access to clean fuels and technologies for cooking, rural (% of rural population)",EG.CFT.ACCS.RU.ZS,100,100,100,100,100,..,..
Finland,FIN,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,100,100,100,100,100,..,..
Finland,FIN,"Access to clean fuels and technologies for cooking, urban (% of urban population)",EG.CFT.ACCS.UR.ZS,100,100,100,100,100,..,..
Finland,FIN,Access to electricity (% of population),EG.ELC.ACCS.ZS,100,100,100,100,100,100,..
Finland,FIN,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,100,100,100,100,100,100,..
Finland,FIN,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,100,100,100,100,100,100,..
Finland,FIN,Account ownership at a financial institution or with a mobile-money-service provider (% of population ages 15+),FX.OWN.TOTL.ZS,..,..,..,99.53,..,..,..
Finland,FIN,"Account ownership at a financial institution or with a mobile-money-service provider, female (% of population ages 15+)",FX.OWN.TOTL.FE.ZS,..,..,..,99.08,..,..,..
