"movieId","title","genres"
166665,"The Coming War on China (2016)","(no genres listed)"
136499,"Pablo Francisco: They Put it Out There (2011)","Comedy"
261835,"Poirot: ""The Labours of Hercules"" (2013)","Crime|Drama|Mystery"
227981,"Planet Earth (1974)","Sci-Fi"
260069,"Dirty Driving: Thundercars Of Indiana (2008)","(no genres listed)"
131108,"The Fearless Four (1997)","(no genres listed)"
259673,"Night of the Hunter (1991)","Thriller"
221296,"Last and First Men (2020)","Documentary"
277654,"Tomorrow's Weather (2003)","Comedy|Drama"
5192,"Island, The (1980)","Adventure|Horror|Thriller"
245508,"The Boys of Paul Street (1969)","Children"
2024,"Rapture, The (1991)","Drama|Mystery"
79363,"Music in the Air (1934)","Comedy|Musical|Romance"
60393,"Transylvania (2006)","Drama"
202729,"Sunday (1961)","(no genres listed)"
286833,"Beautiful Disaster (2023)","Comedy|Drama|Romance"
115386,"Charlie Chan's Chance (1932)","Mystery"
281244,"Where's Mama? (1960)","Animation"
243992,"Boo (2005)","Horror"
4502,"Ernest Saves Christmas (1988)","Children|Comedy"
164528,"A Brand New Life (2009)","Drama"
140495,"The Shadow Strikes (1937)","Mystery"
188263,"Two Soldiers (1943)","Comedy|Drama|Romance|War"
3051,"Anywhere But Here (1999)","Comedy|Drama"
218059,"Hissein Habré, A Chadian Tragedy (2016)","Documentary"
33397,"300 Miles to Heaven (300 Mil do Nieba) (1989)","Drama"
111560,"Affectionately Yours (1941)","Comedy|Romance"
189483,"Cannon Fodder (1995)","Animation"
205497,"Mother Krampus (2017)","Horror"
205098,"Distances (2018)","Comedy|Drama"
129524,"Je m'appelle Elisabeth (2006)","(no genres listed)"
265702,"As Gouda as It Gets (2021)","Comedy|Romance"
133065,"From Hell to Victory (1979)","Action|War"
5562,"Snipes (2001)","Drama|Thriller"
2110,"Dead Men Don't Wear Plaid (1982)","Comedy|Crime|Thriller"
7745,"Scent of Green Papaya, The (Mùi du du xhan - L'odeur de la papaye verte) (1993)","Drama"
172847,"Strayed (2009)","Thriller"
184961,"In Search of Dr. Seuss (1994)","Animation|Children|Comedy"
49902,"Decameron, The (Decameron, Il) (1971)","Comedy|Drama"
3624,"Shanghai Noon (2000)","Action|Adventure|Comedy|Western"
189637,"A Single Life (2014)","Animation"
210987,"Elegy to the Visitor from the Revolution (2011)","Drama"
245416,"Duck Soup (1927)","Comedy"
2263,"Seventh Sign, The (1988)","Drama|Fantasy|Thriller"
182751,"Wat Mannen Willen (2015)","Comedy|Romance"
131276,"Hotline (1982)","(no genres listed)"
192503,"Thunder Road (2018)","Comedy|Drama"
6317,"Cartouche (1962)","Action|Adventure|Comedy|Drama"
83227,"L.627 (1992)","Crime|Drama|Thriller"
97177,"Colin Quinn: Long Story Short (2011)","Comedy"
125245,"The Great Rupert (1950)","Children|Comedy"
5407,"Bûche, La (1999)","Comedy|Drama"
175099,"Amelia's 25th (2013)","Comedy|Romance"
55681,"Valhalla (1986)","Adventure|Animation|Children|Fantasy"
3590,"Lords of Flatbush, The (1974)","Comedy|Drama"
257709,"The Old Ways (2020)","Fantasy|Horror"
210073,"Pay Day (1922)","Comedy"
171921,"Battlefield Death Tales (2012)","Horror|War"
144838,"Million Dollar Baby (1941)","Comedy|Romance"
25742,"Destiny (a.k.a. Between Two Worlds) (Der müde Tod) (1921)","Fantasy"
85056,"I Am Number Four (2011)","Action|Sci-Fi|Thriller|IMAX"
44709,"Akeelah and the Bee (2006)","Drama"
203811,"The Tattooed Stranger (1950)","Crime|Drama"
151457,"Bad Boys (1961)","(no genres listed)"
114396,"Cesar Chavez (2014)","Drama"
200912,"Maigret and the St. Fiacre Case (1959)","Crime|Drama|Mystery|Thriller"
196201,"Девочки","(no genres listed)"
129887,"Moving Alan","(no genres listed)"
207093,"Walt Disney (2015)","Documentary"
167492,"Enter the Battlefield: Life on the Magic - The Gathering Pro Tour (2016)","Documentary"
73370,"Thorn Birds, The (1983)","Drama|Romance"
43419,"Bandidas (2006)","Action|Comedy|Crime|Western"
82356,"Boy Interrupted (2008)","Documentary"
166175,"Tanner '88 (1988)","(no genres listed)"
112330,"Bitch Hug (Bitchkram) (2012)","Drama"
289679,"Scenes from Allen's Last Three Days on Earth as a Spirit (1997)","Documentary"
239578,"Braille (2011)","Action"
83531,"Two of Us, The (Le vieil homme et l'enfant) (1967)","Comedy|Drama"
26825,"Josh and S.A.M. (1993)","Adventure|Comedy|Drama"
231251,"Amy & Isabelle (2001)","Drama"
166988,"Overdose (1983)","Drama"
270070,"Charli XCX: Alone Together (2021)","Documentary"
180971,"The Meateater (1979)","Horror"
142731,"Stolen Identity (1953)","Action|Crime|Drama|Mystery|Thriller"
59129,"Outpost (2008)","Action|Horror"
2629,"Love Letter, The (1999)","Comedy|Romance"
187199,"Devil You Know (2013)","Mystery|Thriller"
1081,"Victor/Victoria (1982)","Comedy|Musical|Romance"
5861,"Tales of Ordinary Madness (Storie di Ordinaria Follia) (1981)","Drama"
188851,"Chandrettan Evideya (2015)","Children|Comedy|Drama"
114072,"Cheech and Chong's Animated Movie (2013)","Animation|Comedy"
105448,"Eros (Men and Women) (Noite Vazia) (1964)","Drama"
178343,"Mary's Land (2013)","Comedy|Documentary|Drama|Mystery"
168506,"The Greatest Man in Siam (1944)","Animation"
289139,"Kaze to Ki no Uta Sanctus: Sei Naru Kana (1987)","Animation|Drama|Romance"
220290,"It Couldn't Happen Here (1988)","(no genres listed)"
124889,"The Adventures of Tom Thumb & Thumbelina (2002)","Animation"
478,"Jimmy Hollywood (1994)","Comedy|Crime|Drama"
226512,"The Snake Girl and the Silver-Haired Witch (1968)","Horror|Mystery|Thriller"
172137,"Pioneer Heroes (2015)","Drama"
166544,"A Kind of Murder (2016)","Thriller"
151900,"Arrowhead (2015)","Action|Adventure|Mystery|Sci-Fi"
142612,"Give 'em Hell, Harry! (1975)","(no genres listed)"
155162,"Jack and the Beanstalk (1902)","Adventure|Children|Fantasy"
151341,"Silvio Forever (2011)","(no genres listed)"
156210,"Sugar (2004)","Drama|Romance"
176603,"The Snowman (2017)","Crime|Thriller"
213606,"Brothers in Blood: The Lions of Sabi Sand (2015)","Documentary"
243232,"A Very British Psycho (1997)","Documentary"
197851,"Greedy Humpty Dumpty (1936)","(no genres listed)"
275489,"Goopy Geer (1932)","Animation|Comedy"
207365,"Guidable - The Real History of Ratos de Porão (2008)","Documentary"
97540,"Visiteurs du soir, Les (Devil's Envoys, The) (1942)","Drama|Fantasy|Romance"
285581,"The Blackwell Ghost 6 (2022)","Drama|Horror"
281296,"The Rust (2021)","Drama"
269804,"Stolen Glory (1912)","Comedy"
136455,"Iron Man & Captain America: Heroes United (2014)","Action|Adventure|Animation"
246634,"Oh My God (2015)","Comedy"
157170,"Eat My Dust (1976)","Action"
6652,"Joe Kidd (1972)","Western"
277432,"The Chaos Class Welcome (2004)","Comedy"
289519,"Kamikazen (Ultima notte a Milano) (1988)","Comedy"
232593,"Christmas on the Vine (2020)","Romance"
62644,"Wave, The (Welle, Die) (2008)","Drama"
1026,"So Dear to My Heart (1949)","Children|Drama"
199892,"The Three Heroes: The Heiress to the Throne (2018)","Animation|Children"
286753,"Cold War (1951)","Animation"
150425,"Lana: Queen of the Amazons (1964)","Adventure"
87053,"Zoo in Budapest (1933)","Drama|Romance"
4495,"Crossing Delancey (1988)","Comedy|Romance"
155525,"All the Love You Cannes! (2002)","Documentary"
134095,"My Love (2006)","Animation|Drama"
71178,"Street of Shame (Akasen chitai) (1956)","Drama"
146437,"San Francisco 2.0 (2015)","Documentary"
291495,"Carry on Jatta 3 (2023)","Comedy|Drama"
235927,"One Life at a Time (2020)","Drama"
8971,"Veer Zaara (2004)","Drama|Musical|Romance"
157278,"The Sixties (2013)","(no genres listed)"
202819,"The Merry Wives of Windsor (1982)","Comedy"
179623,"Die zertanzten Schuhe (2011)","Children|Fantasy"
128723,"James Dean (2001)","Drama"
225884,"Slow Video (2014)","Comedy|Drama"
139064,"Gang of Four (1989)","Adventure|Drama|Mystery"
163601,"The Work and the Glory II: American Zion (2005)","Drama"
128544,"Hits (2014)","(no genres listed)"
289071,"Curtain Call (1940)","Comedy"
166926,"Carne de horca (1953)","(no genres listed)"
206710,"Spider in the Web (2019)","Thriller"
198171,"Celluloid (2014)","Drama|Thriller"
189017,"Stone (1974)","Action|Crime|Thriller"
156615,"Silent Retreat (2013)","Horror|Mystery|Thriller"
277856,"See How They Run (2022)","Comedy|Crime|Mystery"
244414,"Never Ever (2016)","Drama"
52108,"It's Impossible to Learn to Plow by Reading Books (1988)","Drama"
261437,"About an Age (2018)","Drama"
281792,"Canvas (2021)","Animation|Horror"
157198,"Macross Frontier: The Wings of Goodbye (2011)","Action|Animation|Romance"
141793,"Women of the World (1963)","Documentary"
73914,"Sometimes a Great Notion (1970)","Action|Adventure|Drama"
83430,"Fool N Final (2007)","Action|Comedy|Romance"
268928,"Ratboy (1986)","Comedy|Crime|Drama"
276531,"Take the Night (2022)","Crime|Thriller"
158761,"Super Juice Me! (2014)","Documentary"
282119,"Kalev (2022)","Drama"
245288,"Sometime Other Than Now (2021)","Drama"
153104,"Une femme d'extérieur (2000)","(no genres listed)"
53123,"Once (2006)","Drama|Musical|Romance"
163352,"Variety Girl (1947)","Comedy"
124083,"Honolulu (1939)","Comedy|Romance"
85275,"Uncounted: The New Math of American Elections (2008)","Documentary"
211127,"The Ninth Precinct (2019)","Crime|Fantasy|Thriller"
220598,"Kathy Griffin: Everybody Can Suck It (2007)","Comedy"
173139,"The Bad Batch (2017)","Horror|Romance|Thriller"
144962,"Phantom Boy (2015)","Adventure|Animation|Children"
5353,"Butterflies Are Free (1972)","Comedy|Drama"
120118,"The Forest (2012)","Drama|Fantasy"
272491,"General Report (1977)","Documentary"
286787,"Kindering (1987)","(no genres listed)"
86880,"Pirates of the Caribbean: On Stranger Tides (2011)","Action|Adventure|Fantasy|IMAX"
120952,"Filly Brown (2012)","Drama"
151461,"Fitoor (2016)","(no genres listed)"
251996,"Possibly in Michigan (1983)","Horror"
257703,"Nineties (1992)","Comedy"
198819,"Friends: Naki on Monster Island (2011)","Animation|Children|Comedy"
46065,"Ice Bound (2003)","Drama"
124727,"Just for Kicks (2005)","Documentary"
119948,"Let's Kill Ward's Wife (2014)","Comedy"
205935,"Girl Slaves of Morgana Le Fay (1971)","Drama|Fantasy"
126779,"Grandmother (2010)","Drama"
281290,"A Big Fat Family Christmas (2022)","Comedy|Drama|Romance"
171347,"The Sisters (2005)","Drama|Horror"
224591,"Last Shot (2020)","Drama"
190583,"Goa (2010)","Comedy|Romance"
4530,"Permanent Record (1988)","Drama"
127323,"Vice (2015)","Action|Adventure|Sci-Fi|Thriller"
214900,"Theatre of War (2018)","Documentary"
3932,"Invisible Man, The (1933)","Horror|Sci-Fi"
244530,"Pagglait (2021)","Comedy|Drama"
106057,"Wind with the Gone (El viento se llevó lo qué) (1998)","Comedy|Drama"
260009,"Incision (2020)","Horror"
135935,"Herman U.S.A. (2001)","(no genres listed)"
167886,"The Phantom (1943)","Action"
60032,"Hounddog (2007)","Drama"
238824,"Backyard Blockbusters (2012)","Documentary"
208441,"Pig Hag (2019)","Drama"
174051,"Photographer (2015)","Comedy|Drama"
186239,"Road Movie (1974)","Drama"
189845,"National Theatre Live: The Curious Incident of the Dog in the Night-Time (2012)","(no genres listed)"
1186,"Sex, Lies, and Videotape (1989)","Drama"
137855,"Terraces (1977)","(no genres listed)"
132796,"San Andreas (2015)","Action|Drama|Thriller"
208643,"William (2019)","Drama|Sci-Fi"
175423,"Sunstroke (2014)","Drama"
162956,"Kiss Kiss (Bang Bang) (2001)","Action|Crime"
179263,"Fidgety Bram (2012)","Children|Comedy"
6349,"Breakin' (1984)","Drama|Musical"
261039,"Barbie: Big City, Big Dreams (2021)","Animation|Children"
280472,"Mili (2022)","Thriller"
6042,"Blind Spot: Hitler's Secretary (Im toten Winkel - Hitlers Sekretärin) (2002)","Documentary"
158330,"The Secret Diaries of Miss Anne Lister (2010)","Children|Drama"
198561,"Eine Nacht in Venedig (1974)","(no genres listed)"
205753,"Meet Me in the Dream: Wonderland (1996)","(no genres listed)"
159522,"Peccati in famiglia (1975)","(no genres listed)"
188087,"Nepoddayushchiyesya (1959)","Comedy"
152731,"Los Hermanos Del Hierro (1961)","Adventure|Drama|Western"
99607,"Immaculate Conception of Little Dizzle (2009)","Comedy"
159032,"Noon Sunday (1970)","Drama"
271783,"Wanderers of the Desert (1984)","Drama"
49200,"Foreign Affair, A (1948)","Comedy|Drama|Romance"
174115,"Jupiter's Thunderballs (1903)","Comedy|Fantasy"
262369,"Attica (2021)","Documentary"
110752,"Mondo Hollywood (1967)","Documentary"
167972,"The Secret of Arkandias (2014)","Adventure|Comedy|Fantasy"
140910,"Nene (1977)","Drama"
168526,"Prime Mover (2009)","(no genres listed)"
236371,"Ursa Minor Blue (1993)","Adventure|Animation|Fantasy"
129512,"Teen Spirit (2007)","Comedy"
268918,"Ghetto Swedish (2015)","Drama"
248242,"Anuradha (1960)","Children|Drama|Romance"
181067,"¡Bruja, más que bruja! (1976)","Comedy|Crime|Drama|Romance"
203633,"The Bribe (2018)","Comedy|Crime"
113394,"Pretty One, The (2013)","Comedy|Drama"
128596,"Let My Puppets Come (1976)","Comedy"
203318,"Waterloo po česku (2003)","(no genres listed)"
157891,"Lust for a Vampire (1971)","Horror"
245692,"Demons from Her Past (2007)","Crime|Drama|Mystery"
201114,"The House on Tombstone Hill (1989)","Horror"
220886,"Rosie (2013)","Drama"
207505,"Nightmares (1979)","Drama"
283427,"Mira (2022)","Adventure|Children|Drama|Sci-Fi"
263287,"If I Can’t Have Love, I Want Power (2021)","Fantasy"
268992,"Next Stop, Christmas (2021)","Drama|Fantasy|Romance"
6188,"Old School (2003)","Comedy"
5633,"Heaven (2002)","Drama"
27740,"Blind Shaft (Mang jing) (2003)","Drama"
251582,"All-American Murder (1991)","Mystery|Romance|Thriller"
170807,"Dance to Death (2017)","Action|Fantasy"
278412,"Aadi (2002)","Action|Drama"
281036,"Anjelah Johnson: Mahalo & Goodnight (2017)","Comedy"
205679,"Our Homeland (2012)","Drama"
280376,"Milano '83 (1983)","Documentary"
142959,"Spicy Love Soup (1997)","(no genres listed)"
250362,"Censor (2021)","Horror"
48381,"Assault, The (Aanslag, De) (1986)","Drama|Romance|War"
8463,"Johnny Belinda (1948)","Drama"
203595,"Gaijin: A Brazilian Odyssey (1980)","Drama"
258235,"All of Us (2020)","Comedy|Drama"
4459,"Alaska: Spirit of the Wild (1997)","Documentary|IMAX"
3957,"Billy Jack (1971)","Action|Drama"
41912,"Slim Susie (Smala Sussie) (2003)","Comedy|Crime|Mystery"
216999,"The Elephant and the Butterfly (2017)","Children|Drama"
287347,"The Weavers: Wasn't That a Time (1982)","Documentary"
136952,"Monster Brawl (2011)","Comedy|Horror"
5208,"Ninth Configuration, The (a.k.a. Twinkle, Twinkle, Killer Kane) (1980)","Drama|War"
213533,"The Burnt Orange Heresy (2020)","Drama|Mystery|Thriller"
220900,"Body Electric (2017)","Drama"
205585,"It's a Fairy! (2016)","Comedy"
212014,"Chasing Happiness (2019)","Documentary"
98162,"Babbitt (1934)","Drama"
206447,"Classic Albums: Lou Reed - Transformer (2001)","Documentary"
25741,"Phantom Carriage, The (Körkarlen) (1921)","Drama"
186463,"Home of the Giants (2007)","Crime|Drama"
220584,"Kathy Griffin: Straight to Hell (2007)","Comedy"
170887,"Scoop! (2016)","Mystery"
1066,"Shall We Dance (1937)","Comedy|Musical|Romance"
221380,"Campus Confidential (2005)","Children|Comedy"
8612,"Lassie Come Home (1943)","Adventure|Children|Drama"
270430,"The Golden Chance (1915)","Drama"
130048,"Dracula in Pakistan (1967)","Crime|Drama|Horror"
199097,"Amphetamine (2010)","Drama"
114400,"Chain Lightning (1950)","Action|Drama"
189643,"The Cakemaker (2017)","Drama"
136760,"Sherman's Way (2008)","Comedy|Documentary"
269496,"What Makes Women Laugh? (1997)","Comedy|Romance"
215159,"Dark Light (2019)","Horror|Sci-Fi|Thriller"
288917,"Dr Jason Leong: Ride with Caution (2023)","Comedy"
119303,"The Walking Stick (1970)","Crime|Drama|Romance"
174835,"Grimm (2003)","Adventure|Comedy|Drama"
142723,"Rock Rock Rock! (1956)","(no genres listed)"
262999,"Spaceship To The Unknown (1966)","Sci-Fi"
34416,"Let's Get Lost (1988)","Documentary|Musical"
138316,"The Father and the Foreigner (2010)","(no genres listed)"
3028,"Taming of the Shrew, The (1967)","Comedy"
102245,"Small Apartments (2012)","Comedy|Crime|Drama"
80354,"Men in the City (Männerherzen) (2009)","Comedy"
289171,"Reinventing Elvis: The 68' Comeback (2023)","Documentary"
199840,"Genesis (1968)","Animation|Comedy"
267652,"Cross Country Christmas (2020)","Romance"
2756,"Wanted: Dead or Alive (1987)","Action"
7644,"Divorce Iranian Style (1998)","Documentary"
7407,"Africa Screams (1949)","Adventure|Comedy"
179517,"The Horse Dancer (2017)","Romance"
148087,"The Life and Times of Grizzly Adams (1974)","Adventure|Children|Western"
156204,"Side Show (1931)","Comedy"
112697,"After Tonight (1933)","Drama|Romance|War"
60684,"Watchmen (2009)","Action|Drama|Mystery|Sci-Fi|Thriller|IMAX"
170957,"Cars 3 (2017)","Adventure|Animation|Comedy"
252882,"Middle Class Melodies (2020)","Comedy|Drama|Romance"
183375,"Three Heroes and the Princess of Egypt (2017)","(no genres listed)"
84252,"Back Street (1961)","Drama"
103661,"United (2011)","Drama"
114535,"Rovaniemen markkinoilla (1951)","Comedy|Musical"
262,"Little Princess, A (1995)","Children|Drama"
255863,"Standoff (2020)","Crime"
91191,"À l'aventure (2008)","Drama"
243414,"My Dad's a Soccer Mom (2014)","Children|Comedy|Drama"
123359,"My Way (2012)","Drama"
169010,"The Swimmers (2014)","Horror"
1307,"When Harry Met Sally... (1989)","Comedy|Romance"
216953,"The Devil's Business (2012)","Horror"
211570,"Chiara e Francesco (2007)","Documentary"
146680,"Deadbeat at Dawn (1988)","Action|Crime|Thriller"
7311,"Goodbye, Mr. Chips (1939)","Drama|Romance"
152039,"The Image Revolution (2013)","Documentary"
194833,"Effedia - Sulla mia cattiva strada (2008)","Documentary"
5,"Father of the Bride Part II (1995)","Comedy"
217661,"Backstabbed (2016)","Thriller"
177947,"Tattoo (1966)","Drama|Thriller"
223832,"Saving Flora (2018)","Adventure|Children|Drama"
128193,"Greetings from Tim Buckley (2013)","(no genres listed)"
153080,"Dopo quella notte (2010)","Drama"
94041,"Appropriate Adult (2011)","Drama"
211568,"Nuts for love (2000)","Drama|Romance"
5176,"Luminarias (2000)","Comedy|Romance"
113659,"Assassination (1967)","Drama|Thriller"
86856,"To the Shores of Tripoli (1942)","Drama|Romance|War"
51088,"Reno 911!: Miami (2007)","Comedy"
169036,"Peter and the Farm (2016)","Documentary"
732,"Original Gangstas (1996)","Crime"
47477,"Good News (1947)","Comedy|Musical|Romance"
3101,"Fatal Attraction (1987)","Drama|Thriller"
184599,"The Houses October Built 2 (2017)","Horror"
168782,"Onus (2016)","Drama|Mystery|Thriller"
208223,"Escher: Journey into Infinity (2018)","Documentary"
143785,"Sesso E Volentieri (1982)","Comedy"
243734,"Before Your Time (2017)","Children"
128727,"Bizarre (2015)","(no genres listed)"
280566,"Frank and Penelope (2022)","Crime|Horror|Thriller"
287591,"You Hurt My Feelings (2023)","Comedy|Drama"
246648,"Notes on an American Film Director at Work (2008)","Documentary"
167334,"Barry (2016)","Drama"
129824,"Buffalo Rider (1978)","Adventure|Western"
27530,"My Wife Is a Gangster (Jopog manura) (2001)","Action|Comedy|Romance"
548,"Terminal Velocity (1994)","Action|Mystery|Thriller"
276927,"News from the Good Lord (1996)","(no genres listed)"
204736,"The Bloody Brood (1959)","Crime|Drama|Thriller"
174889,"Accidental Courtesy: Daryl Davis, Race & America (2016)","Documentary"
127068,"The Castle of Fu Manchu (1969)","Action|Crime|Horror"
179367,"The Attacks Of 26-11 (2013)","Crime|Drama|War"
140890,"Holiday (2014)","Drama"
166189,"The Standoff (2016)","Comedy"
131828,"Doug Benson: Doug Dynasty (2014)","Comedy"
201240,"The Brink (2019)","Documentary"
180725,"Laughing Gravy (1931)","Comedy"
166954,"Under the Sea 3D (2009)","Documentary"
140451,"Black Scorpion (1995)","Action|Sci-Fi"
4650,"Relentless (1989)","Thriller"
260187,"Wedding Every Weekend (2020)","Comedy|Romance"
189563,"Birth of Civilization (2007)","Documentary"
285911,"Nezouh (2023)","Drama"
249860,"Magdalena, Possessed by the Devil (1974)","Horror"
153234,"Toy Reanimator (2002)","Fantasy|Sci-Fi"
68028,"What Doesn't Kill You (2008)","Crime|Drama"
91309,"Applause (Applaus) (2009)","Drama"
279852,"I Love My Mum (2019)","Comedy"
135627,"Debug (2014)","Horror|Sci-Fi"
159395,"Atlantic Rhapsody (1990)","Comedy|Drama"
25994,"Salt of the Earth (1954)","Drama"
158599,"Ivko's Feast (2005)","Comedy"
2511,"Long Goodbye, The (1973)","Crime|Film-Noir"
196921,"Alien Boy: The Life and Death of James Chasse (2013)","Documentary"
169574,"Lisa Lampanelli: Back to the Drawing Board (2015)","Comedy"
284999,"Freibad (2022)","Comedy"
3270,"Cutting Edge, The (1992)","Comedy|Drama|Romance"
154376,"Der Kronzeuge (2007)","(no genres listed)"
239494,"King Dick (1973)","Animation"
116513,"'Master Harold' ... And the Boys (2010)","Drama"
185635,"My Enemy's Enemy (2007)","Documentary"
155822,"The Taiwan Oyster (2012)","Drama"
117662,"Easy Living (1949)","Drama"
196223,"Hellboy (2019)","Action|Adventure|Fantasy"
188179,"My Perfect Romance (2018)","Romance"
111852,"Generation Iron (2013)","Documentary"
219408,"The Devil and the Statue (1901)","Drama|Fantasy|Horror|Romance"
202489,"Wings of Life (2011)","Documentary"
212989,"#Iamhere (2020)","Comedy|Romance"
283537,"Beck 35 - Flesh & Blood (2018)","Crime|Drama|Mystery|Thriller"
187951,"Father of Lights (2012)","Documentary"
57970,"U2 3D (2007)","Documentary|IMAX"
170735,"X: The Unheard Music (1986)","Documentary"
78629,"Man There Was, A (Terje Vigen) (1917)","Drama"
247164,"Pungo a Witch's Tale (2019)","(no genres listed)"
215033,"Come Here, Mukhtar! (1964)","Drama|Mystery"
204692,"In the Tall Grass","Drama|Horror|Thriller"
8502,"Show Boat (1951)","Drama|Musical|Romance"
99899,"Marked for Murder (1993) ","Action|Drama"
70964,"Witch Hunt (2008)","Documentary"
258037,"Oh My Ghost 3 (2012)","Comedy"
174139,"Annual Baby Parade, 1904, Asbury Park, N.J. (1904)","(no genres listed)"
244676,"The Party Is Over (2018)","Drama"
253488,"Game of Four (2007)","Comedy"
175679,"My Sister's Quinceanera (2013)","Drama"
2050,"Herbie Goes Bananas (1980)","Adventure|Children|Comedy"
171507,"Unspeakable Horrors: The Plan 9 Conspiracy","Comedy|Documentary"
4059,"Amati Girls, The (2000)","Drama"
157561,"Thani Oruvan (2015)","Action|Thriller"
221232,"The Grizzlies (2020)","Drama"
148095,"Premam (2015)","Comedy|Romance"
189109,"Pandas (2018)","Documentary"
3481,"High Fidelity (2000)","Comedy|Drama|Romance"
187527,"All the President's Men Revisited (2013)","Documentary"
141882,"A Bunny's Tale (1985)","(no genres listed)"
159592,"The Labyrinth of Love (1993)","Drama"
268556,"Time for Them to Come Home for Christmas (2021)","Comedy|Romance"
125373,"Love on the Side (2004)","Comedy|Romance"
85894,"Johnny in the Clouds (1945)","Drama|Romance|War"
127080,"The Diary of Preston Plummer (2012)","Drama|Romance"
280934,"By Candlelight (1933)","Comedy|Romance"
203278,"Plus One (2019)","Comedy|Romance"
131904,"Surf II (1984)","Comedy"
218817,"A Soldier's Love Story (2010)","Romance"
108536,"Medora (2013)","Documentary"
185205,"Free to Be… You and Me (1974)","Animation|Children"
230119,"Cranston Academy: Monster Zone (2020)","Animation"
255281,"Pororoca (2018)","Drama"
2512,"Ballad of Narayama, The (Narayama bushiko) (1983)","Drama"
186889,"The Nouba of the Women of Mount Chenoa (1978)","Drama"
201436,"What We Left Behind: Looking Back at Star Trek: Deep Space Nine (2018)","Documentary"
153314,"The Roe's Room (1997)","(no genres listed)"
131062,"20 Years After (2008)","Drama|Fantasy|Sci-Fi"
191381,"The Sand Storm (2014)","Drama|Sci-Fi"
135919,"Bhoothnath Returns (2014)","Comedy|Drama|Fantasy|Horror"
138184,"Treehouse (2014)","Horror|Mystery|Thriller"
3899,"Circus (2000)","Crime|Drama|Thriller"
121491,"Off Beat (2004)","Drama|Romance"
226672,"Archenemy (2020)","Action|Adventure"
174877,"Color of the Ocean (2012)","Drama"
157735,"Fury at Gunsight Pass (1956)","(no genres listed)"
260385,"Chompy & The Girls (2021)","Comedy|Horror"
214560,"The Immortal (2019)","Action|Crime"
144210,"Just Eat It: A Food Waste Story (2014)","Documentary"
264964,"Dreyfus Court Martial - Arrest Of Dreyfus (1899)","(no genres listed)"
6523,"Mr. Baseball (1992)","Comedy|Romance"
250920,"Going to America (2015)","Comedy|Drama"
184349,"Elsa & Fred (2005)","Comedy|Drama|Romance"
86233,"New Kids Turbo (2010)","Action|Comedy"
283495,"Beck 11 - The Cartel (2001)","Crime|Drama|Mystery|Thriller"
286625,"The All-Around Reduced Personality: Outtakes (1978)","Documentary|Drama"
202021,"Hell's Half Acre (1954)","Drama|Mystery|Thriller"
123735,"Vito (2011)","Documentary"
256297,"This Little Love of Mine (2021)","Comedy|Romance"
202359,"Homecoming: A Film by Beyoncé (2019)","Documentary"
163334,"Star Spangled Rhythm (1942)","Comedy"
282575,"Jaya Jaya Jaya Jaya Hey (2022)","Children|Comedy|Drama"
106686,"José and Pilar (José e Pilar) (2010)","Documentary"
5982,"Esther Kahn (2000)","Drama"
190165,"Severus Snape and the Marauders (2016)","Adventure|Drama|Fantasy|Mystery"
90106,"Pigskin Parade (1936)","Musical"
186163,"The Adventures of Jinbao (2012)","Animation"
188389,"Aditya 369 (1991)","Sci-Fi"
215889,"Mr. Local (2019)","Action|Comedy|Romance"
118466,"Kingdom of Dreams and Madness, The (2013)","Animation|Documentary"
204704,"Ready or Not (2019)","Comedy|Horror|Thriller"
161422,"Alias John Preston (1955)","Horror|Mystery"
5370,"Big Bad Mama II (1987)","Action|Comedy"
254480,"Journey to the Center of the Earth (2008)","Action|Adventure|Children|Sci-Fi"
146850,"Desire (1946)","Drama"
104721,"Motivation, The (2013)","Documentary"
69493,"Tu£sday (2008)","Action|Crime|Mystery|Thriller"
197721,"Orange Mittai (2015)","Comedy|Drama"
27889,"Hell's Gate 11:11 (2004)","Horror|Thriller"
217218,"The Source of Shadows (2020)","Horror"
215877,"Guimba the Tyrant (1996)","Comedy|Drama"
39414,"Shopgirl (2005)","Comedy|Drama|Romance"
172091,"8 New Dates (2015)","Comedy|Romance"
216921,"Das Wunder von Wörgl (2018)","Documentary|Drama"
291200,"The Wedding Veil Unveiled (2022)","Comedy|Romance"
241450,"Gon, The Little Fox (2019)","Animation"
255493,"Earth (2019)","Documentary"
288201,"The First Day of my Life (2023)","Drama"
150479,"The Battle of Sutjeska (1973)","War"
281032,"More Than Ever (2022)","Drama"
126963,"The Private Life of a Cat (1944)","(no genres listed)"
216661,"Skinheads USA: Soldiers of the Race War (1993)","Documentary"
154065,"Dad's Army (2016)","Comedy"
3001,"Suburbans, The (1999)","Drama"
128999,"Mafia Killer (1973)","Crime|Drama"
102171,"Late Autumn (Man-choo) (2010)","Drama|Romance"
94312,"Catechism Cataclysm, The (2011)","Comedy"
269266,"Fishing Boats (1958)","Documentary"
200788,"Αιγαίο SOS (2018)","Action|Comedy"
90011,"Wrestling (Bræðrabylta) (2007)","Drama|Romance"
150710,"The Execution of Raymond Graham (1985)","(no genres listed)"
214810,"Barbie: Star Light Adventure (2016)","Animation|Children"
264412,"The Perfect Vagina (2008)","Documentary"
