Country Name,Country Code,Series Name,Series Code,Year,Value,Unit
Ecuador,ECU,Agricultural land,AG.LND.AGRI.ZS,2021,22.024480592688,% of land area
Ecuador,ECU,Agricultural land,AG.LND.AGRI.ZS,2022,21.5332581736189,% of land area
Ecuador,ECU,Agricultural land,AG.LND.AGRI.ZS,2023,..,% of land area
Ecuador,ECU,Agricultural land,AG.LND.AGRI.ZS,2024,..,% of land area
Ecuador,ECU,Agricultural land,AG.LND.AGRI.K2,2018,54480,sq. km
Ecuador,ECU,Agricultural land,AG.LND.AGRI.K2,2019,53300,sq. km
Ecuador,ECU,Agricultural land,AG.LND.AGRI.K2,2020,54200,sq. km
Ecuador,ECU,Agricultural land,AG.LND.AGRI.K2,2021,54700,sq. km
Ecuador,ECU,Agricultural land,AG.LND.AGRI.K2,2022,..,sq. km
Ecuador,ECU,Agricultural land,AG.LND.AGRI.K2,2023,..,sq. km
Ecuador,ECU,Agricultural land,AG.LND.AGRI.K2,2024,..,sq. km
Ecuador,ECU,Agricultural irrigated land,AG.LND.IRIG.AG.ZS,2018,15.8957415565345,% of total agricultural land
Ecuador,ECU,Agricultural irrigated land,AG.LND.IRIG.AG.ZS,2019,17.4484052532833,% of total agricultural land
Ecuador,ECU,Agricultural irrigated land,AG.LND.IRIG.AG.ZS,2020,18.450184501845,% of total agricultural land
Ecuador,ECU,Agricultural irrigated land,AG.LND.IRIG.AG.ZS,2021,18.8665447897623,% of total agricultural land
Ecuador,ECU,Agricultural irrigated land,AG.LND.IRIG.AG.ZS,2022,..,% of total agricultural land
Ecuador,ECU,Agricultural irrigated land,AG.LND.IRIG.AG.ZS,2023,..,% of total agricultural land
Ecuador,ECU,Agricultural irrigated land,AG.LND.IRIG.AG.ZS,2024,..,% of total agricultural land
Ecuador,ECU,"Average working hours of children, working only, female, ages 7-14",SL.TLF.0714.WK.FE.TM,2018,..,hours per week
Ecuador,ECU,"Average working hours of children, working only, female, ages 7-14",SL.TLF.0714.WK.FE.TM,2019,..,hours per week
Ecuador,ECU,"Average working hours of children, working only, female, ages 7-14",SL.TLF.0714.WK.FE.TM,2020,..,hours per week
Ecuador,ECU,"Average working hours of children, working only, female, ages 7-14",SL.TLF.0714.WK.FE.TM,2021,..,hours per week
Ecuador,ECU,"Average working hours of children, working only, female, ages 7-14",SL.TLF.0714.WK.FE.TM,2022,..,hours per week
Ecuador,ECU,"Average working hours of children, working only, female, ages 7-14",SL.TLF.0714.WK.FE.TM,2023,..,hours per week
Ecuador,ECU,"Average working hours of children, working only, female, ages 7-14",SL.TLF.0714.WK.FE.TM,2024,..,hours per week
Ecuador,ECU,"Average working hours of children, working only, male, ages 7-14",SL.TLF.0714.WK.MA.TM,2018,..,hours per week
Ecuador,ECU,"Average working hours of children, working only, male, ages 7-14",SL.TLF.0714.WK.MA.TM,2019,..,hours per week
Ecuador,ECU,"Average working hours of children, working only, male, ages 7-14",SL.TLF.0714.WK.MA.TM,2020,..,hours per week
Ecuador,ECU,"Average working hours of children, working only, male, ages 7-14",SL.TLF.0714.WK.MA.TM,2021,..,hours per week
Ecuador,ECU,"Average working hours of children, working only, male, ages 7-14",SL.TLF.0714.WK.MA.TM,2022,..,hours per week
Ecuador,ECU,"Average working hours of children, working only, male, ages 7-14",SL.TLF.0714.WK.MA.TM,2023,..,hours per week
Ecuador,ECU,"Average working hours of children, working only, male, ages 7-14",SL.TLF.0714.WK.MA.TM,2024,..,hours per week
Ecuador,ECU,"Average working hours of children, working only, ages 7-14",SL.TLF.0714.WK.TM,2018,..,hours per week
Ecuador,ECU,"Average working hours of children, working only, ages 7-14",SL.TLF.0714.WK.TM,2019,..,hours per week
Ecuador,ECU,"Average working hours of children, working only, ages 7-14",SL.TLF.0714.WK.TM,2020,..,hours per week
Ecuador,ECU,"Average working hours of children, working only, ages 7-14",SL.TLF.0714.WK.TM,2021,..,hours per week
Ecuador,ECU,"Average working hours of children, working only, ages 7-14",SL.TLF.0714.WK.TM,2022,..,hours per week
Ecuador,ECU,"Average working hours of children, working only, ages 7-14",SL.TLF.0714.WK.TM,2023,..,hours per week
Ecuador,ECU,"Average working hours of children, working only, ages 7-14",SL.TLF.0714.WK.TM,2024,..,hours per week
Ecuador,ECU,"Average working hours of children, study and work, male, ages 7-14",SL.TLF.0714.SW.MA.TM,2018,..,hours per week
Ecuador,ECU,"Average working hours of children, study and work, male, ages 7-14",SL.TLF.0714.SW.MA.TM,2019,..,hours per week
Ecuador,ECU,"Average working hours of children, study and work, male, ages 7-14",SL.TLF.0714.SW.MA.TM,2020,..,hours per week
Ecuador,ECU,"Average working hours of children, study and work, male, ages 7-14",SL.TLF.0714.SW.MA.TM,2021,..,hours per week
Ecuador,ECU,"Average working hours of children, study and work, male, ages 7-14",SL.TLF.0714.SW.MA.TM,2022,..,hours per week
Ecuador,ECU,"Average working hours of children, study and work, male, ages 7-14",SL.TLF.0714.SW.MA.TM,2023,..,hours per week
Ecuador,ECU,"Average working hours of children, study and work, male, ages 7-14",SL.TLF.0714.SW.MA.TM,2024,..,hours per week
Ecuador,ECU,"Average working hours of children, study and work, female, ages 7-14",SL.TLF.0714.SW.FE.TM,2018,..,hours per week
Ecuador,ECU,"Average working hours of children, study and work, female, ages 7-14",SL.TLF.0714.SW.FE.TM,2019,..,hours per week
Ecuador,ECU,"Average working hours of children, study and work, female, ages 7-14",SL.TLF.0714.SW.FE.TM,2020,..,hours per week
Ecuador,ECU,"Average working hours of children, study and work, female, ages 7-14",SL.TLF.0714.SW.FE.TM,2021,..,hours per week
Ecuador,ECU,"Average working hours of children, study and work, female, ages 7-14",SL.TLF.0714.SW.FE.TM,2022,..,hours per week
Ecuador,ECU,"Average working hours of children, study and work, female, ages 7-14",SL.TLF.0714.SW.FE.TM,2023,..,hours per week
Ecuador,ECU,"Average working hours of children, study and work, female, ages 7-14",SL.TLF.0714.SW.FE.TM,2024,..,hours per week
Ecuador,ECU,"Average working hours of children, study and work, ages 7-14",SL.TLF.0714.SW.TM,2018,..,hours per week
Ecuador,ECU,"Average working hours of children, study and work, ages 7-14",SL.TLF.0714.SW.TM,2019,..,hours per week
Ecuador,ECU,"Average working hours of children, study and work, ages 7-14",SL.TLF.0714.SW.TM,2020,..,hours per week
Ecuador,ECU,"Average working hours of children, study and work, ages 7-14",SL.TLF.0714.SW.TM,2021,..,hours per week
Ecuador,ECU,"Average working hours of children, study and work, ages 7-14",SL.TLF.0714.SW.TM,2022,..,hours per week
Ecuador,ECU,"Average working hours of children, study and work, ages 7-14",SL.TLF.0714.SW.TM,2023,..,hours per week
Ecuador,ECU,"Average working hours of children, study and work, ages 7-14",SL.TLF.0714.SW.TM,2024,..,hours per week
Ecuador,ECU,Completeness of birth registration,SP.REG.BRTH.ZS,2018,..,%
Ecuador,ECU,Completeness of birth registration,SP.REG.BRTH.ZS,2019,..,%
Ecuador,ECU,Completeness of birth registration,SP.REG.BRTH.ZS,2020,87.2,%
Ecuador,ECU,Completeness of birth registration,SP.REG.BRTH.ZS,2021,..,%
Ecuador,ECU,Completeness of birth registration,SP.REG.BRTH.ZS,2022,..,%
Ecuador,ECU,Completeness of birth registration,SP.REG.BRTH.ZS,2023,..,%
Ecuador,ECU,Completeness of birth registration,SP.REG.BRTH.ZS,2024,..,%
Ecuador,ECU,Coal rents,NY.GDP.COAL.RT.ZS,2018,0,% of GDP
Ecuador,ECU,Coal rents,NY.GDP.COAL.RT.ZS,2019,0,% of GDP
Ecuador,ECU,Coal rents,NY.GDP.COAL.RT.ZS,2020,0,% of GDP
Ecuador,ECU,Coal rents,NY.GDP.COAL.RT.ZS,2021,0,% of GDP
Ecuador,ECU,Coal rents,NY.GDP.COAL.RT.ZS,2022,..,% of GDP
Ecuador,ECU,Coal rents,NY.GDP.COAL.RT.ZS,2023,..,% of GDP
Ecuador,ECU,Coal rents,NY.GDP.COAL.RT.ZS,2024,..,% of GDP
Ecuador,ECU,"Death rate, crude",SP.DYN.CDRT.IN,2018,4.648,"per 1,000 people"
Ecuador,ECU,"Death rate, crude",SP.DYN.CDRT.IN,2019,4.753,"per 1,000 people"
Ecuador,ECU,"Death rate, crude",SP.DYN.CDRT.IN,2020,7.474,"per 1,000 people"
Ecuador,ECU,"Death rate, crude",SP.DYN.CDRT.IN,2021,7.108,"per 1,000 people"
Ecuador,ECU,"Death rate, crude",SP.DYN.CDRT.IN,2022,5.363,"per 1,000 people"
Ecuador,ECU,"Death rate, crude",SP.DYN.CDRT.IN,2023,5.128,"per 1,000 people"
Ecuador,ECU,"Death rate, crude",SP.DYN.CDRT.IN,2024,..,"per 1,000 people"
Ecuador,ECU,Disaster risk reduction progress score,EN.CLC.DRSK.XQ,2018,..,1-5 scale; 5=best
Ecuador,ECU,Disaster risk reduction progress score,EN.CLC.DRSK.XQ,2019,..,1-5 scale; 5=best
Ecuador,ECU,Disaster risk reduction progress score,EN.CLC.DRSK.XQ,2020,..,1-5 scale; 5=best
Ecuador,ECU,Disaster risk reduction progress score,EN.CLC.DRSK.XQ,2021,..,1-5 scale; 5=best
Ecuador,ECU,Disaster risk reduction progress score,EN.CLC.DRSK.XQ,2022,..,1-5 scale; 5=best
Ecuador,ECU,Disaster risk reduction progress score,EN.CLC.DRSK.XQ,2023,..,1-5 scale; 5=best
Ecuador,ECU,Disaster risk reduction progress score,EN.CLC.DRSK.XQ,2024,..,1-5 scale; 5=best
Ecuador,ECU,"Employers, male(modeled ILO estimate)",SL.EMP.MPYR.MA.ZS,2018,3.72481210450811,% of male employment
Ecuador,ECU,"Employers, male(modeled ILO estimate)",SL.EMP.MPYR.MA.ZS,2019,3.57711859414057,% of male employment
Ecuador,ECU,"Employers, male(modeled ILO estimate)",SL.EMP.MPYR.MA.ZS,2020,3.0150647676925,% of male employment
Ecuador,ECU,"Employers, male(modeled ILO estimate)",SL.EMP.MPYR.MA.ZS,2021,2.93810624706864,% of male employment
Ecuador,ECU,"Employers, male(modeled ILO estimate)",SL.EMP.MPYR.MA.ZS,2022,3.0715070496529,% of male employment
Ecuador,ECU,"Employers, male(modeled ILO estimate)",SL.EMP.MPYR.MA.ZS,2023,2.79947134204834,% of male employment
Ecuador,ECU,"Employers, male(modeled ILO estimate)",SL.EMP.MPYR.MA.ZS,2024,..,% of male employment
Ecuador,ECU,"Employers, female(modeled ILO estimate)",SL.EMP.MPYR.FE.ZS,2018,1.96170424709,% of female employment
Ecuador,ECU,"Employers, female(modeled ILO estimate)",SL.EMP.MPYR.FE.ZS,2019,1.77118059633622,% of female employment
Ecuador,ECU,"Employers, female(modeled ILO estimate)",SL.EMP.MPYR.FE.ZS,2020,1.34152569916271,% of female employment
Ecuador,ECU,"Employers, female(modeled ILO estimate)",SL.EMP.MPYR.FE.ZS,2021,1.64794715517351,% of female employment
Ecuador,ECU,"Employers, female(modeled ILO estimate)",SL.EMP.MPYR.FE.ZS,2022,1.69398372797256,% of female employment
Ecuador,ECU,"Employers, female(modeled ILO estimate)",SL.EMP.MPYR.FE.ZS,2023,1.59663764901839,% of female employment
Ecuador,ECU,"Employers, female(modeled ILO estimate)",SL.EMP.MPYR.FE.ZS,2024,..,% of female employment
Ecuador,ECU,"Employers, total(modeled ILO estimate)",SL.EMP.MPYR.ZS,2018,3.00437784576621,% of total employment
Ecuador,ECU,"Employers, total(modeled ILO estimate)",SL.EMP.MPYR.ZS,2019,2.83432157150307,% of total employment
Ecuador,ECU,"Employers, total(modeled ILO estimate)",SL.EMP.MPYR.ZS,2020,2.34530578222098,% of total employment
Ecuador,ECU,"Employers, total(modeled ILO estimate)",SL.EMP.MPYR.ZS,2021,2.41362246093129,% of total employment
Ecuador,ECU,"Employers, total(modeled ILO estimate)",SL.EMP.MPYR.ZS,2022,2.50308961329881,% of total employment
Ecuador,ECU,"Employers, total(modeled ILO estimate)",SL.EMP.MPYR.ZS,2023,2.30872257977783,% of total employment
Ecuador,ECU,"Employers, total(modeled ILO estimate)",SL.EMP.MPYR.ZS,2024,..,% of total employment
El Salvador,SLV,"Access to clean fuels and technologies for cooking, rural",EG.CFT.ACCS.RU.ZS,2018,75.2,% of rural population
El Salvador,SLV,"Access to clean fuels and technologies for cooking, rural",EG.CFT.ACCS.RU.ZS,2019,78.2,% of rural population
El Salvador,SLV,"Access to clean fuels and technologies for cooking, rural",EG.CFT.ACCS.RU.ZS,2020,81.5,% of rural population
El Salvador,SLV,"Access to clean fuels and technologies for cooking, rural",EG.CFT.ACCS.RU.ZS,2021,83.7,% of rural population
El Salvador,SLV,"Access to clean fuels and technologies for cooking, rural",EG.CFT.ACCS.RU.ZS,2022,86,% of rural population
El Salvador,SLV,"Access to clean fuels and technologies for cooking, rural",EG.CFT.ACCS.RU.ZS,2023,..,% of rural population
El Salvador,SLV,"Access to clean fuels and technologies for cooking, rural",EG.CFT.ACCS.RU.ZS,2024,..,% of rural population
El Salvador,SLV,Access to clean fuels and technologies for cooking,EG.CFT.ACCS.ZS,2018,89.7,% of population
El Salvador,SLV,Access to clean fuels and technologies for cooking,EG.CFT.ACCS.ZS,2019,90.9,% of population
El Salvador,SLV,Access to clean fuels and technologies for cooking,EG.CFT.ACCS.ZS,2020,91.9,% of population
El Salvador,SLV,Access to clean fuels and technologies for cooking,EG.CFT.ACCS.ZS,2021,92.9,% of population
El Salvador,SLV,Access to clean fuels and technologies for cooking,EG.CFT.ACCS.ZS,2022,93.8,% of population
El Salvador,SLV,Access to clean fuels and technologies for cooking,EG.CFT.ACCS.ZS,2023,..,% of population
El Salvador,SLV,Access to clean fuels and technologies for cooking,EG.CFT.ACCS.ZS,2024,..,% of population
El Salvador,SLV,"Access to clean fuels and technologies for cooking, urban",EG.CFT.ACCS.UR.ZS,2018,96.5,% of urban population
El Salvador,SLV,"Access to clean fuels and technologies for cooking, urban",EG.CFT.ACCS.UR.ZS,2019,96.9,% of urban population
El Salvador,SLV,"Access to clean fuels and technologies for cooking, urban",EG.CFT.ACCS.UR.ZS,2020,97,% of urban population
El Salvador,SLV,"Access to clean fuels and technologies for cooking, urban",EG.CFT.ACCS.UR.ZS,2021,97.2,% of urban population
El Salvador,SLV,"Access to clean fuels and technologies for cooking, urban",EG.CFT.ACCS.UR.ZS,2022,97.4,% of urban population
El Salvador,SLV,"Access to clean fuels and technologies for cooking, urban",EG.CFT.ACCS.UR.ZS,2023,..,% of urban population
El Salvador,SLV,"Access to clean fuels and technologies for cooking, urban",EG.CFT.ACCS.UR.ZS,2024,..,% of urban population
El Salvador,SLV,Access to electricity,EG.ELC.ACCS.ZS,2018,97,% of population
El Salvador,SLV,Access to electricity,EG.ELC.ACCS.ZS,2019,97.4,% of population
El Salvador,SLV,Access to electricity,EG.ELC.ACCS.ZS,2020,99.7,% of population
El Salvador,SLV,Access to electricity,EG.ELC.ACCS.ZS,2021,97.9,% of population
El Salvador,SLV,Access to electricity,EG.ELC.ACCS.ZS,2022,100,% of population
El Salvador,SLV,Access to electricity,EG.ELC.ACCS.ZS,2023,98.3,% of population
El Salvador,SLV,Access to electricity,EG.ELC.ACCS.ZS,2024,..,% of population
El Salvador,SLV,"Access to electricity, rural",EG.ELC.ACCS.RU.ZS,2018,92.6,% of rural population
El Salvador,SLV,"Access to electricity, rural",EG.ELC.ACCS.RU.ZS,2019,93.6,% of rural population
El Salvador,SLV,"Access to electricity, rural",EG.ELC.ACCS.RU.ZS,2020,100,% of rural population
El Salvador,SLV,"Access to electricity, rural",EG.ELC.ACCS.RU.ZS,2021,94.1,% of rural population
El Salvador,SLV,"Access to electricity, rural",EG.ELC.ACCS.RU.ZS,2022,100,% of rural population
El Salvador,SLV,"Access to electricity, rural",EG.ELC.ACCS.RU.ZS,2023,96.6,% of rural population
El Salvador,SLV,"Access to electricity, rural",EG.ELC.ACCS.RU.ZS,2024,..,% of rural population
El Salvador,SLV,"Access to electricity, urban",EG.ELC.ACCS.UR.ZS,2018,98.7,% of urban population
El Salvador,SLV,"Access to electricity, urban",EG.ELC.ACCS.UR.ZS,2019,98.8,% of urban population
El Salvador,SLV,"Access to electricity, urban",EG.ELC.ACCS.UR.ZS,2020,99.1,% of urban population
El Salvador,SLV,"Access to electricity, urban",EG.ELC.ACCS.UR.ZS,2021,99.2,% of urban population
El Salvador,SLV,"Access to electricity, urban",EG.ELC.ACCS.UR.ZS,2022,100,% of urban population
El Salvador,SLV,"Access to electricity, urban",EG.ELC.ACCS.UR.ZS,2023,99.4,% of urban population
El Salvador,SLV,"Access to electricity, urban",EG.ELC.ACCS.UR.ZS,2024,..,% of urban population
El Salvador,SLV,Account ownership at a financial institution or with a mobile-money-service provider,FX.OWN.TOTL.ZS,2018,..,% of population ages 15+
El Salvador,SLV,Account ownership at a financial institution or with a mobile-money-service provider,FX.OWN.TOTL.ZS,2019,..,% of population ages 15+
El Salvador,SLV,Account ownership at a financial institution or with a mobile-money-service provider,FX.OWN.TOTL.ZS,2020,..,% of population ages 15+
El Salvador,SLV,Account ownership at a financial institution or with a mobile-money-service provider,FX.OWN.TOTL.ZS,2021,35.85,% of population ages 15+
El Salvador,SLV,Account ownership at a financial institution or with a mobile-money-service provider,FX.OWN.TOTL.ZS,2022,..,% of population ages 15+
El Salvador,SLV,Account ownership at a financial institution or with a mobile-money-service provider,FX.OWN.TOTL.ZS,2023,..,% of population ages 15+
El Salvador,SLV,Account ownership at a financial institution or with a mobile-money-service provider,FX.OWN.TOTL.ZS,2024,..,% of population ages 15+
El Salvador,SLV,"Account ownership at a financial institution or with a mobile-money-service provider, female",FX.OWN.TOTL.FE.ZS,2018,..,% of population ages 15+
El Salvador,SLV,"Account ownership at a financial institution or with a mobile-money-service provider, female",FX.OWN.TOTL.FE.ZS,2019,..,% of population ages 15+
El Salvador,SLV,"Account ownership at a financial institution or with a mobile-money-service provider, female",FX.OWN.TOTL.FE.ZS,2020,..,% of population ages 15+
El Salvador,SLV,"Account ownership at a financial institution or with a mobile-money-service provider, female",FX.OWN.TOTL.FE.ZS,2021,29.23,% of population ages 15+
El Salvador,SLV,"Account ownership at a financial institution or with a mobile-money-service provider, female",FX.OWN.TOTL.FE.ZS,2022,..,% of population ages 15+
El Salvador,SLV,"Account ownership at a financial institution or with a mobile-money-service provider, female",FX.OWN.TOTL.FE.ZS,2023,..,% of population ages 15+
El Salvador,SLV,"Account ownership at a financial institution or with a mobile-money-service provider, female",FX.OWN.TOTL.FE.ZS,2024,..,% of population ages 15+
El Salvador,SLV,"Account ownership at a financial institution or with a mobile-money-service provider, male",FX.OWN.TOTL.MA.ZS,2018,..,% of population ages 15+
El Salvador,SLV,"Account ownership at a financial institution or with a mobile-money-service provider, male",FX.OWN.TOTL.MA.ZS,2019,..,% of population ages 15+
El Salvador,SLV,"Account ownership at a financial institution or with a mobile-money-service provider, male",FX.OWN.TOTL.MA.ZS,2020,..,% of population ages 15+
El Salvador,SLV,"Account ownership at a financial institution or with a mobile-money-service provider, male",FX.OWN.TOTL.MA.ZS,2021,44.8,% of population ages 15+
El Salvador,SLV,"Account ownership at a financial institution or with a mobile-money-service provider, male",FX.OWN.TOTL.MA.ZS,2022,..,% of population ages 15+
El Salvador,SLV,"Account ownership at a financial institution or with a mobile-money-service provider, male",FX.OWN.TOTL.MA.ZS,2023,..,% of population ages 15+
El Salvador,SLV,"Account ownership at a financial institution or with a mobile-money-service provider, male",FX.OWN.TOTL.MA.ZS,2024,..,% of population ages 15+
El Salvador,SLV,"Account ownership at a financial institution or with a mobile-money-service provider, older adults",FX.OWN.TOTL.OL.ZS,2018,..,% of population ages 25+
El Salvador,SLV,"Account ownership at a financial institution or with a mobile-money-service provider, older adults",FX.OWN.TOTL.OL.ZS,2019,..,% of population ages 25+
El Salvador,SLV,"Account ownership at a financial institution or with a mobile-money-service provider, older adults",FX.OWN.TOTL.OL.ZS,2020,..,% of population ages 25+
El Salvador,SLV,"Account ownership at a financial institution or with a mobile-money-service provider, older adults",FX.OWN.TOTL.OL.ZS,2021,37.12,% of population ages 25+
El Salvador,SLV,"Account ownership at a financial institution or with a mobile-money-service provider, older adults",FX.OWN.TOTL.OL.ZS,2022,..,% of population ages 25+
El Salvador,SLV,"Account ownership at a financial institution or with a mobile-money-service provider, older adults",FX.OWN.TOTL.OL.ZS,2023,..,% of population ages 25+
El Salvador,SLV,"Account ownership at a financial institution or with a mobile-money-service provider, older adults",FX.OWN.TOTL.OL.ZS,2024,..,% of population ages 25+
El Salvador,SLV,"Account ownership at a financial institution or with a mobile-money-service provider, poorest 40%",FX.OWN.TOTL.40.ZS,2018,..,% of population ages 15+
El Salvador,SLV,"Account ownership at a financial institution or with a mobile-money-service provider, poorest 40%",FX.OWN.TOTL.40.ZS,2019,..,% of population ages 15+
El Salvador,SLV,"Account ownership at a financial institution or with a mobile-money-service provider, poorest 40%",FX.OWN.TOTL.40.ZS,2020,..,% of population ages 15+
El Salvador,SLV,"Account ownership at a financial institution or with a mobile-money-service provider, poorest 40%",FX.OWN.TOTL.40.ZS,2021,23.08,% of population ages 15+
El Salvador,SLV,"Account ownership at a financial institution or with a mobile-money-service provider, poorest 40%",FX.OWN.TOTL.40.ZS,2022,..,% of population ages 15+
El Salvador,SLV,"Account ownership at a financial institution or with a mobile-money-service provider, poorest 40%",FX.OWN.TOTL.40.ZS,2023,..,% of population ages 15+
El Salvador,SLV,"Account ownership at a financial institution or with a mobile-money-service provider, poorest 40%",FX.OWN.TOTL.40.ZS,2024,..,% of population ages 15+
El Salvador,SLV,"Account ownership at a financial institution or with a mobile-money-service provider, primary education or less",FX.OWN.TOTL.PL.ZS,2018,..,% of population ages 15+
El Salvador,SLV,"Account ownership at a financial institution or with a mobile-money-service provider, primary education or less",FX.OWN.TOTL.PL.ZS,2019,..,% of population ages 15+
El Salvador,SLV,"Account ownership at a financial institution or with a mobile-money-service provider, primary education or less",FX.OWN.TOTL.PL.ZS,2020,..,% of population ages 15+
El Salvador,SLV,"Account ownership at a financial institution or with a mobile-money-service provider, primary education or less",FX.OWN.TOTL.PL.ZS,2021,27.96,% of population ages 15+
El Salvador,SLV,"Account ownership at a financial institution or with a mobile-money-service provider, primary education or less",FX.OWN.TOTL.PL.ZS,2022,..,% of population ages 15+
El Salvador,SLV,"Account ownership at a financial institution or with a mobile-money-service provider, primary education or less",FX.OWN.TOTL.PL.ZS,2023,..,% of population ages 15+
El Salvador,SLV,"Account ownership at a financial institution or with a mobile-money-service provider, primary education or less",FX.OWN.TOTL.PL.ZS,2024,..,% of population ages 15+
El Salvador,SLV,"Account ownership at a financial institution or with a mobile-money-service provider, richest 60%",FX.OWN.TOTL.60.ZS,2018,..,% of population ages 15+
El Salvador,SLV,"Account ownership at a financial institution or with a mobile-money-service provider, richest 60%",FX.OWN.TOTL.60.ZS,2019,..,% of population ages 15+
El Salvador,SLV,"Account ownership at a financial institution or with a mobile-money-service provider, richest 60%",FX.OWN.TOTL.60.ZS,2020,..,% of population ages 15+
El Salvador,SLV,"Account ownership at a financial institution or with a mobile-money-service provider, richest 60%",FX.OWN.TOTL.60.ZS,2021,44.32,% of population ages 15+
El Salvador,SLV,"Account ownership at a financial institution or with a mobile-money-service provider, richest 60%",FX.OWN.TOTL.60.ZS,2022,..,% of population ages 15+
El Salvador,SLV,"Account ownership at a financial institution or with a mobile-money-service provider, richest 60%",FX.OWN.TOTL.60.ZS,2023,..,% of population ages 15+
El Salvador,SLV,"Account ownership at a financial institution or with a mobile-money-service provider, richest 60%",FX.OWN.TOTL.60.ZS,2024,..,% of population ages 15+
El Salvador,SLV,"Account ownership at a financial institution or with a mobile-money-service provider, secondary education or more",FX.OWN.TOTL.SO.ZS,2018,..,% of population ages 15+
El Salvador,SLV,"Account ownership at a financial institution or with a mobile-money-service provider, secondary education or more",FX.OWN.TOTL.SO.ZS,2019,..,% of population ages 15+
El Salvador,SLV,"Account ownership at a financial institution or with a mobile-money-service provider, secondary education or more",FX.OWN.TOTL.SO.ZS,2020,..,% of population ages 15+
El Salvador,SLV,"Account ownership at a financial institution or with a mobile-money-service provider, secondary education or more",FX.OWN.TOTL.SO.ZS,2021,50.67,% of population ages 15+
El Salvador,SLV,"Account ownership at a financial institution or with a mobile-money-service provider, secondary education or more",FX.OWN.TOTL.SO.ZS,2022,..,% of population ages 15+
El Salvador,SLV,"Account ownership at a financial institution or with a mobile-money-service provider, secondary education or more",FX.OWN.TOTL.SO.ZS,2023,..,% of population ages 15+
El Salvador,SLV,"Account ownership at a financial institution or with a mobile-money-service provider, secondary education or more",FX.OWN.TOTL.SO.ZS,2024,..,% of population ages 15+
El Salvador,SLV,"Account ownership at a financial institution or with a mobile-money-service provider, young adults",FX.OWN.TOTL.YG.ZS,2018,..,% of population ages 15-24
El Salvador,SLV,"Account ownership at a financial institution or with a mobile-money-service provider, young adults",FX.OWN.TOTL.YG.ZS,2019,..,% of population ages 15-24
El Salvador,SLV,"Account ownership at a financial institution or with a mobile-money-service provider, young adults",FX.OWN.TOTL.YG.ZS,2020,..,% of population ages 15-24
El Salvador,SLV,"Account ownership at a financial institution or with a mobile-money-service provider, young adults",FX.OWN.TOTL.YG.ZS,2021,31.65,% of population ages 15-24
El Salvador,SLV,"Account ownership at a financial institution or with a mobile-money-service provider, young adults",FX.OWN.TOTL.YG.ZS,2022,..,% of population ages 15-24
El Salvador,SLV,"Account ownership at a financial institution or with a mobile-money-service provider, young adults",FX.OWN.TOTL.YG.ZS,2023,..,% of population ages 15-24
El Salvador,SLV,"Account ownership at a financial institution or with a mobile-money-service provider, young adults",FX.OWN.TOTL.YG.ZS,2024,..,% of population ages 15-24
El Salvador,SLV,Adequacy of social insurance programs,per_si_allsi.adq_pop_tot,2018,30.6122846322997,% of total welfare of beneficiary households
El Salvador,SLV,Adequacy of social insurance programs,per_si_allsi.adq_pop_tot,2019,31.1835214618674,% of total welfare of beneficiary households
El Salvador,SLV,Adequacy of social insurance programs,per_si_allsi.adq_pop_tot,2020,..,% of total welfare of beneficiary households
El Salvador,SLV,Adequacy of social insurance programs,per_si_allsi.adq_pop_tot,2021,17.7677684004622,% of total welfare of beneficiary households
El Salvador,SLV,Adequacy of social insurance programs,per_si_allsi.adq_pop_tot,2022,19.7852739585722,% of total welfare of beneficiary households
El Salvador,SLV,Adequacy of social insurance programs,per_si_allsi.adq_pop_tot,2023,..,% of total welfare of beneficiary households
El Salvador,SLV,Adequacy of social insurance programs,per_si_allsi.adq_pop_tot,2024,..,% of total welfare of beneficiary households
El Salvador,SLV,Adequacy of social protection and labor programs,per_allsp.adq_pop_tot,2018,30.1758231669309,% of total welfare of beneficiary households
El Salvador,SLV,Adequacy of social protection and labor programs,per_allsp.adq_pop_tot,2019,31.1835214618674,% of total welfare of beneficiary households
El Salvador,SLV,Adequacy of social protection and labor programs,per_allsp.adq_pop_tot,2020,..,% of total welfare of beneficiary households
El Salvador,SLV,Adequacy of social protection and labor programs,per_allsp.adq_pop_tot,2021,6.91772403000048,% of total welfare of beneficiary households
El Salvador,SLV,Adequacy of social protection and labor programs,per_allsp.adq_pop_tot,2022,6.25005906472703,% of total welfare of beneficiary households
El Salvador,SLV,Adequacy of social protection and labor programs,per_allsp.adq_pop_tot,2023,..,% of total welfare of beneficiary households
El Salvador,SLV,Adequacy of social protection and labor programs,per_allsp.adq_pop_tot,2024,..,% of total welfare of beneficiary households
El Salvador,SLV,Adequacy of social safety net programs,per_sa_allsa.adq_pop_tot,2018,..,% of total welfare of beneficiary households
El Salvador,SLV,Adequacy of social safety net programs,per_sa_allsa.adq_pop_tot,2019,..,% of total welfare of beneficiary households
El Salvador,SLV,Adequacy of social safety net programs,per_sa_allsa.adq_pop_tot,2020,..,% of total welfare of beneficiary households
El Salvador,SLV,Adequacy of social safety net programs,per_sa_allsa.adq_pop_tot,2021,3.7235103141048,% of total welfare of beneficiary households
